Iteraciones:   110 

Costo         Vehículos     Tiempo [seg]
 1093,326      12            0,271 
 915,139       12            0,479 
 915,139       12            0,703 
 903,057       12            0,879 
 903,057       12            1,087 
 903,057       12            1,279 
 903,057       12            1,487 
 902,11        12            1,679 
 902,11        12            1,871 
 882,103       12            2,063 
 882,103       12            2,271 
 882,103       12            2,463 
 882,103       12            2,671 
 882,103       12            2,863 
 882,103       12            3,055 
 882,103       12            3,247 
 882,103       12            3,439 
 882,103       12            3,631 
 882,103       12            3,839 
 882,103       12            4,031 
 882,103       12            4,223 
 882,103       12            4,431 
 882,103       12            4,607 
 882,103       12            4,799 
 882,103       12            4,991 
 882,103       12            5,199 
 882,103       12            5,391 
 882,103       12            5,599 
 882,103       12            5,775 
 882,103       12            5,983 
 882,103       12            6,175 
 882,103       12            6,367 
 882,103       12            6,575 
 882,103       12            6,767 
 882,103       12            6,959 
 882,103       12            7,151 
 882,103       12            7,341 
 882,103       12            7,53 
 882,103       12            7,703 
 882,103       12            7,892 
 882,103       12            8,081 
 882,103       12            8,27 
 882,103       12            8,475 
 882,103       12            8,664 
 882,103       12            8,854 
 882,103       12            9,043 
 882,103       12            9,232 
 882,103       12            9,405 
 882,103       12            9,626 
 882,103       12            9,815 
 882,103       12            10,02 
 882,103       12            10,209 
 882,103       12            10,398 
 882,103       12            10,587 
 882,103       12            10,776 
 882,103       12            10,965 
 882,103       12            11,155 
 882,103       12            11,344 
 882,103       12            11,549 
 882,103       12            11,738 
 882,103       12            11,927 
 882,103       12            12,116 
 882,103       12            12,305 
 882,103       12            12,51 
 882,103       12            12,699 
 882,103       12            12,888 
 882,103       12            13,077 
 882,103       12            13,282 
 882,103       12            13,456 
 882,103       12            13,645 
 882,103       12            13,834 
 882,103       12            14,023 
 882,103       12            14,212 
 882,103       12            14,401 
 882,103       12            14,606 
 882,103       12            14,795 
 882,103       12            15 
 882,103       12            15,189 
 882,103       12            15,363 
 882,103       12            15,567 
 882,103       12            15,757 
 882,103       12            15,946 
 882,103       12            16,135 
 882,103       12            16,324 
 882,103       12            16,497 
 882,103       12            16,702 
 882,103       12            16,891 
 882,103       12            17,096 
 882,103       12            17,285 
 882,103       12            17,474 
 882,103       12            17,664 
 882,103       12            17,837 
 882,103       12            18,026 
 882,103       12            18,231 
 882,103       12            18,42 
 882,103       12            18,625 
 882,103       12            18,814 
 882,103       12            19,019 
 882,103       12            19,271 
 882,103       12            19,586 
 882,103       12            19,917 
 882,103       12            20,233 
 882,103       12            20,548 
 882,103       12            20,847 
 882,103       12            21,162 
 882,103       12            21,493 
 882,103       12            21,809 
 882,103       12            22,124 
 882,103       12            22,455 
 882,103       12            22,754 
