Iteraciones:   373 

Costo         Vehículos     Tiempo [seg]
 1033,136      13            1,171 
 1004,572      13            1,921 
 1004,572      13            2,655 
 973,072       13            3,155 
 973,072       13            3,781 
 973,072       13            4,343 
 973,072       13            4,718 
 973,072       13            5,077 
 973,072       13            5,359 
 973,072       13            5,874 
 973,072       13            6,312 
 960,618       13            6,609 
 960,618       13            6,921 
 960,618       13            7,124 
 960,618       13            7,218 
 960,618       13            7,359 
 960,618       13            7,827 
 960,618       13            8,077 
 960,618       13            8,515 
 960,618       13            8,906 
 960,618       13            9,187 
 960,618       13            9,421 
 960,618       13            9,812 
 960,618       13            10,156 
 960,618       13            10,499 
 960,618       13            10,718 
 960,618       13            11,046 
 960,618       13            11,468 
 960,618       13            11,734 
 960,618       13            12,296 
 960,618       13            12,546 
 960,618       13            13,015 
 960,618       13            13,453 
 960,618       13            13,64 
 960,618       13            14,078 
 960,618       13            14,328 
 957,797       13            14,984 
 957,797       13            15,374 
 957,797       13            15,765 
 957,797       13            16,156 
 957,797       13            16,531 
 956,294       13            16,828 
 956,294       13            17,109 
 956,294       13            17,359 
 950,115       13            17,843 
 950,115       13            18,312 
 950,115       13            18,656 
 950,115       13            19,312 
 950,115       13            19,609 
 950,115       13            20,124 
 950,115       13            20,406 
 950,115       13            20,687 
 950,115       13            21,015 
 950,115       13            21,234 
 950,115       13            21,624 
 950,115       13            21,968 
 950,115       13            22,265 
 950,115       13            22,484 
 950,115       13            22,734 
 946,162       13            23 
 946,162       13            23,343 
 946,162       13            23,546 
 945,771       13            23,859 
 945,771       13            24,171 
 945,771       13            24,421 
 945,771       13            24,562 
 932,183       13            24,812 
 932,183       13            25,125 
 932,183       13            25,437 
 932,183       13            25,625 
 932,183       13            26,062 
 932,183       13            26,296 
 932,183       13            26,531 
 932,183       13            26,828 
 932,183       13            27,093 
 932,183       13            27,234 
 932,183       13            27,375 
 932,183       13            27,687 
 932,183       13            28,031 
 932,183       13            28,171 
 932,183       13            28,609 
 932,183       13            28,734 
 932,183       13            29,14 
 932,183       13            29,328 
 932,183       13            29,5 
 932,183       13            29,812 
 932,183       13            30,187 
 932,183       13            30,312 
 932,183       13            30,656 
 932,183       13            31,062 
 932,183       13            31,203 
 932,183       13            31,39 
 932,183       13            31,625 
 932,183       13            31,812 
 932,183       13            32,109 
 932,183       13            32,296 
 932,183       13            32,672 
 932,183       13            32,922 
 932,183       13            33,203 
 932,183       13            33,515 
 932,183       13            33,687 
 932,183       13            34,062 
 932,183       13            34,422 
 932,183       13            34,75 
 932,183       13            35 
 932,183       13            35,218 
 932,183       13            35,437 
 932,183       13            35,765 
 932,183       13            35,968 
 932,183       13            36,156 
 932,183       13            36,343 
 932,183       13            36,515 
 932,183       13            36,718 
 932,183       13            36,859 
 932,183       13            37,234 
 932,183       13            37,593 
 932,183       13            37,875 
 932,183       13            38,015 
 932,183       13            38,281 
 932,183       13            38,5 
 932,183       13            38,843 
 932,183       13            39,109 
 932,183       13            39,625 
 932,183       13            39,75 
 932,183       13            39,968 
 932,183       13            40,125 
 932,183       13            40,328 
 932,183       13            40,765 
 932,183       13            41,125 
 932,183       13            41,25 
 932,183       13            41,484 
 932,183       13            41,765 
 932,183       13            42,047 
 932,183       13            42,469 
 932,183       13            43,094 
 932,183       13            43,312 
 932,183       13            43,469 
 932,183       13            43,719 
 932,183       13            43,859 
 932,183       13            44,047 
 932,183       13            44,328 
 932,183       13            44,75 
 932,183       13            45,344 
 932,183       13            45,672 
 932,183       13            45,875 
 932,183       13            46,281 
 932,183       13            46,562 
 932,183       13            46,969 
 932,183       13            47,14 
 932,183       13            47,297 
 932,183       13            47,5 
 932,183       13            47,812 
 932,183       13            48,265 
 932,183       13            48,437 
 932,183       13            48,797 
 932,183       13            49,094 
 932,183       13            49,453 
 932,183       13            49,765 
 932,183       13            50,047 
 931,28        13            50,14 
 931,28        13            50,422 
 931,28        13            50,672 
 931,28        13            50,937 
 931,28        13            51,156 
 931,28        13            51,422 
 931,28        13            51,578 
 931,28        13            51,875 
 931,28        13            52,25 
 931,28        13            52,516 
 931,28        13            52,719 
 931,28        13            52,969 
 931,28        13            53,203 
 931,28        13            53,328 
 931,28        13            53,578 
 931,28        13            53,828 
 931,28        13            53,953 
 931,28        13            54,203 
 931,28        13            54,656 
 931,28        13            54,969 
 931,28        13            55,141 
 931,28        13            55,297 
 931,28        13            55,422 
 931,28        13            55,547 
 931,28        13            55,891 
 931,28        13            56,109 
 931,28        13            56,266 
 931,28        13            56,484 
 931,28        13            56,641 
 931,28        13            56,891 
 931,28        13            57,094 
 931,28        13            57,344 
 931,28        13            57,641 
 931,28        13            57,859 
 931,28        13            58,047 
 931,28        13            58,406 
 931,28        13            58,687 
 931,28        13            58,906 
 931,28        13            59,297 
 931,28        13            59,687 
 931,28        13            59,875 
 931,28        13            60,234 
 931,28        13            60,437 
 931,28        13            60,922 
 931,28        13            61,328 
 931,28        13            61,531 
 931,28        13            61,922 
 931,28        13            62,25 
 931,28        13            62,766 
 931,28        13            63,063 
 931,28        13            63,313 
 931,28        13            63,656 
 931,28        13            63,969 
 931,28        13            64,281 
 931,28        13            64,453 
 931,28        13            64,641 
 931,28        13            64,906 
 931,28        13            65,391 
 931,28        13            65,922 
 931,28        13            66,172 
 931,28        13            66,438 
 931,28        13            66,688 
 931,28        13            66,969 
 931,28        13            67,219 
 931,28        13            67,672 
 931,28        13            67,891 
 931,28        13            68,234 
 931,28        13            68,563 
 931,28        13            68,969 
 931,28        13            69,406 
 931,28        13            69,719 
 931,28        13            69,969 
 931,28        13            70,094 
 931,28        13            70,406 
 931,28        13            70,797 
 931,28        13            71,109 
 931,28        13            71,328 
 931,28        13            71,672 
 931,28        13            72,016 
 931,28        13            72,375 
 931,28        13            72,625 
 931,28        13            72,844 
 931,28        13            73,531 
 931,28        13            73,75 
 931,28        13            73,985 
 926,776       13            74,313 
 926,776       13            74,547 
 926,776       13            74,828 
 926,776       13            75,141 
 926,776       13            75,406 
 926,776       13            75,578 
 926,776       13            75,781 
 926,776       13            76,063 
 926,776       13            76,36 
 926,776       13            76,531 
 926,776       13            76,953 
 926,776       13            77,141 
 926,776       13            77,438 
 926,776       13            77,735 
 926,776       13            77,953 
 926,776       13            78,188 
 926,776       13            78,594 
 926,776       13            78,891 
 926,776       13            79,188 
 926,776       13            79,391 
 926,776       13            79,641 
 926,776       13            79,828 
 926,776       13            80,063 
 926,776       13            80,422 
 926,776       13            80,688 
 926,776       13            80,953 
 926,776       13            81,219 
 926,776       13            81,406 
 925,594       13            81,641 
 925,594       13            81,828 
 925,594       13            82,032 
 925,594       13            82,563 
 925,594       13            82,813 
 925,594       13            83,391 
 925,594       13            83,641 
 925,594       13            84 
 925,594       13            84,235 
 925,594       13            84,563 
 925,594       13            84,875 
 925,594       13            85,047 
 925,594       13            85,25 
 925,594       13            85,672 
 925,594       13            86,063 
 925,594       13            86,25 
 925,594       13            86,438 
 925,594       13            86,657 
 925,594       13            87,11 
 925,594       13            87,532 
 925,594       13            87,844 
 925,594       13            88,063 
 925,594       13            88,407 
 925,594       13            88,719 
 925,594       13            88,86 
 925,594       13            89,219 
 925,594       13            89,625 
 925,594       13            89,953 
 925,594       13            90,188 
 925,594       13            90,407 
 925,594       13            90,797 
 925,594       13            91,235 
 925,594       13            91,375 
 925,594       13            91,657 
 925,594       13            91,891 
 925,594       13            92,235 
 925,594       13            92,36 
 925,594       13            92,547 
 925,594       13            92,907 
 925,594       13            93,282 
 925,594       13            93,5 
 925,594       13            94,157 
 925,594       13            94,547 
 925,594       13            94,735 
 925,594       13            94,969 
 925,594       13            95,125 
 925,594       13            95,329 
 925,594       13            95,594 
 925,594       13            96 
 925,594       13            96,172 
 925,594       13            96,5 
 925,594       13            96,938 
 925,594       13            97,344 
 925,594       13            97,688 
 925,594       13            98,016 
 925,594       13            98,344 
 925,594       13            98,657 
 925,594       13            98,938 
 925,594       13            99,391 
 925,594       13            99,61 
 925,594       13            99,985 
 925,594       13            100,157 
 925,594       13            100,563 
 925,594       13            100,797 
 925,594       13            101,251 
 925,594       13            101,579 
 925,594       13            101,891 
 925,594       13            102,188 
 925,594       13            102,594 
 925,594       13            102,922 
 925,594       13            103,235 
