Iteraciones:   136 

Costo         Vehículos     Tiempo [seg]
 966,313       10            1,594 
 966,313       10            2,703 
 966,313       10            4,109 
 941,627       10            5,062 
 941,627       10            5,656 
 941,627       10            6,39 
 941,627       10            6,89 
 941,627       10            7,187 
 941,627       10            7,5 
 941,627       10            7,719 
 934,145       10            7,984 
 934,145       10            8,344 
 934,145       10            8,516 
 934,145       10            8,719 
 934,145       10            8,969 
 911,555       10            9,125 
 911,555       10            9,391 
 911,555       10            9,609 
 895,358       10            9,797 
 895,358       10            10,062 
 895,358       10            10,484 
 895,358       10            10,75 
 895,358       10            10,984 
 895,358       10            11,328 
 895,358       10            11,5 
 895,358       10            11,797 
 895,358       10            12,047 
 895,358       10            12,297 
 895,358       10            12,609 
 895,358       10            12,781 
 895,358       10            13,187 
 895,358       10            13,547 
 895,358       10            13,922 
 895,358       10            14,172 
 895,358       10            14,437 
 875,067       10            14,672 
 875,067       10            14,937 
 875,067       10            15,219 
 875,067       10            15,406 
 875,067       10            15,609 
 875,067       10            15,781 
 875,067       10            15,969 
 875,067       10            16,297 
 875,067       10            16,5 
 875,067       10            16,844 
 875,067       10            17,016 
 875,067       10            17,453 
 875,067       10            17,719 
 875,067       10            18,188 
 875,067       10            18,469 
 875,067       10            18,656 
 875,067       10            18,859 
 875,067       10            19,078 
 875,067       10            19,281 
 875,067       10            19,625 
 875,067       10            19,813 
 875,067       10            20,047 
 875,067       10            20,25 
 875,067       10            20,438 
 875,067       10            20,703 
 875,067       10            20,984 
 875,067       10            21,203 
 875,067       10            21,531 
 875,067       10            21,828 
 875,067       10            22,063 
 875,067       10            22,219 
 875,067       10            22,547 
 875,067       10            22,922 
 875,067       10            23,203 
 875,067       10            23,453 
 875,067       10            23,656 
 875,067       10            23,859 
 875,067       10            24,156 
 875,067       10            24,609 
 875,067       10            24,781 
 875,067       10            24,953 
 875,067       10            25,219 
 875,067       10            25,422 
 875,067       10            25,609 
 875,067       10            25,859 
 875,067       10            26,078 
 875,067       10            26,297 
 875,067       10            26,5 
 875,067       10            26,703 
 875,067       10            26,922 
 875,067       10            27,188 
 875,067       10            27,406 
 875,067       10            27,719 
 875,067       10            27,969 
 875,067       10            28,188 
 875,067       10            28,375 
 875,067       10            28,672 
 875,067       10            28,906 
 875,067       10            29,203 
 875,067       10            29,422 
 875,067       10            29,688 
 875,067       10            30,016 
 875,067       10            30,188 
 875,067       10            30,547 
 875,067       10            30,797 
 875,067       10            31,11 
 875,067       10            31,328 
 875,067       10            31,688 
 875,067       10            32,031 
 875,067       10            32,313 
 875,067       10            32,547 
 875,067       10            32,828 
 875,067       10            33,172 
 875,067       10            33,719 
 875,067       10            33,953 
 875,067       10            34,219 
 875,067       10            34,406 
 875,067       10            34,688 
 875,067       10            35,047 
 875,067       10            35,281 
 875,067       10            35,547 
 875,067       10            35,75 
 875,067       10            36,266 
 875,067       10            36,547 
 875,067       10            36,797 
 875,067       10            37 
 875,067       10            37,235 
 875,067       10            37,469 
 875,067       10            37,719 
 875,067       10            38 
 875,067       10            38,25 
 875,067       10            38,453 
 875,067       10            38,703 
 875,067       10            38,875 
 875,067       10            39,078 
 875,067       10            39,266 
 875,067       10            39,453 
 875,067       10            39,657 
 875,067       10            39,828 
 875,067       10            40,078 
 875,067       10            40,282 
