Iteraciones:   203 

Costo         Vehículos     Tiempo [seg]
 945,93        10            0,296 
 914,645       10            0,468 
 914,645       10            0,609 
 893,222       10            0,781 
 893,222       10            0,968 
 878,717       10            1,14 
 878,717       10            1,296 
 878,717       10            1,437 
 878,717       10            1,593 
 878,717       10            1,75 
 878,717       10            1,89 
 875,851       10            2,062 
 875,851       10            2,218 
 875,652       10            2,375 
 875,652       10            2,531 
 875,652       10            2,671 
 875,652       10            2,843 
 875,652       10            2,984 
 875,652       10            3,125 
 873,342       10            3,281 
 873,342       10            3,421 
 873,342       10            3,578 
 873,342       10            3,718 
 871,401       10            3,843 
 871,401       10            4 
 871,401       10            4,14 
 871,401       10            4,265 
 871,401       10            4,406 
 869,236       10            4,546 
 869,236       10            4,687 
 869,236       10            4,859 
 869,236       10            5,015 
 869,236       10            5,156 
 869,236       10            5,296 
 869,236       10            5,437 
 869,236       10            5,609 
 869,236       10            5,765 
 869,236       10            5,921 
 869,236       10            6,062 
 869,236       10            6,218 
 869,236       10            6,375 
 869,236       10            6,531 
 869,236       10            6,687 
 869,236       10            6,843 
 869,236       10            6,984 
 869,236       10            7,125 
 869,236       10            7,265 
 869,236       10            7,406 
 869,236       10            7,547 
 869,236       10            7,703 
 869,236       10            7,859 
 869,236       10            8,015 
 869,236       10            8,172 
 869,236       10            8,312 
 869,236       10            8,468 
 869,236       10            8,625 
 869,236       10            8,781 
 869,236       10            8,937 
 869,236       10            9,109 
 869,236       10            9,265 
 869,236       10            9,422 
 869,236       10            9,562 
 869,236       10            9,703 
 869,236       10            9,843 
 865,696       10            10 
 865,558       10            10,14 
 865,558       10            10,297 
 865,558       10            10,437 
 865,558       10            10,578 
 865,558       10            10,703 
 864,105       10            10,875 
 864,105       10            11,062 
 859,369       10            11,203 
 859,369       10            11,359 
 859,369       10            11,5 
 859,369       10            11,672 
 859,369       10            11,812 
 859,369       10            11,968 
 859,369       10            12,14 
 859,369       10            12,297 
 857,288       10            12,437 
 857,288       10            12,578 
 857,288       10            12,734 
 857,288       10            12,875 
 857,288       10            13,031 
 855,992       10            13,156 
 855,992       10            13,297 
 855,992       10            13,437 
 855,992       10            13,593 
 855,741       10            13,734 
 855,741       10            13,875 
 855,741       10            14,015 
 855,741       10            14,156 
 855,741       10            14,297 
 855,741       10            14,453 
 855,741       10            14,593 
 855,741       10            14,75 
 855,741       10            14,89 
 855,741       10            15,047 
 855,741       10            15,187 
 855,741       10            15,328 
 855,741       10            15,453 
 852,375       10            15,593 
 852,375       10            15,765 
 852,375       10            15,922 
 852,375       10            16,078 
 852,375       10            16,218 
 852,375       10            16,359 
 852,375       10            16,531 
 852,375       10            16,687 
 852,375       10            16,828 
 852,375       10            17 
 852,375       10            17,156 
 852,375       10            17,312 
 852,375       10            17,469 
 852,375       10            17,625 
 852,375       10            17,781 
 852,375       10            17,922 
 852,375       10            18,078 
 852,375       10            18,234 
 852,375       10            18,375 
 852,375       10            18,515 
 852,375       10            18,64 
 852,375       10            18,781 
 852,375       10            18,922 
 852,375       10            19,062 
 852,375       10            19,219 
 852,375       10            19,359 
 852,375       10            19,515 
 852,375       10            19,687 
 852,375       10            19,844 
 852,375       10            20 
 852,375       10            20,14 
 852,375       10            20,297 
 852,375       10            20,437 
 852,375       10            20,594 
 852,375       10            20,734 
 852,375       10            20,89 
 852,375       10            21,047 
 852,375       10            21,187 
 852,375       10            21,344 
 852,375       10            21,484 
 852,375       10            21,64 
 852,375       10            21,781 
 852,375       10            21,922 
 852,375       10            22,047 
 852,375       10            22,203 
 852,375       10            22,375 
 852,375       10            22,547 
 852,375       10            22,687 
 852,375       10            22,828 
 852,375       10            23 
 852,375       10            23,125 
 852,375       10            23,265 
 852,375       10            23,422 
 852,375       10            23,562 
 852,375       10            23,703 
 852,375       10            23,844 
 852,375       10            24 
 852,375       10            24,14 
 852,375       10            24,297 
 852,375       10            24,422 
 852,375       10            24,578 
 852,375       10            24,765 
 852,375       10            24,937 
 852,375       10            25,078 
 852,375       10            25,25 
 852,375       10            25,406 
 852,375       10            25,562 
 852,375       10            25,703 
 852,375       10            25,859 
 852,375       10            26,015 
 852,375       10            26,172 
 852,375       10            26,328 
 852,375       10            26,469 
 852,375       10            26,641 
 852,375       10            26,797 
 852,375       10            26,937 
 852,375       10            27,109 
 852,375       10            27,25 
 852,375       10            27,391 
 852,375       10            27,531 
 852,375       10            27,672 
 852,375       10            27,828 
 852,375       10            27,969 
 852,375       10            28,125 
 852,375       10            28,281 
 852,375       10            28,422 
 852,375       10            28,578 
 852,375       10            28,734 
 852,375       10            28,891 
 852,375       10            29,062 
 852,375       10            29,219 
 852,375       10            29,375 
 852,375       10            29,531 
 852,375       10            29,703 
 852,375       10            29,844 
 852,375       10            29,984 
 852,375       10            30,125 
 852,375       10            30,297 
 852,375       10            30,437 
 852,375       10            30,594 
 852,375       10            30,75 
