Iteraciones:   152 

Costo         Vehículos     Tiempo [seg]
 1564,227      8             0,593 
 1513,143      8             0,843 
 1429,838      8             1,124 
 1429,838      8             1,39 
 1429,838      8             1,655 
 1429,838      8             1,905 
 1429,838      8             2,155 
 1429,838      8             2,39 
 1429,838      8             2,687 
 1382,094      8             2,952 
 1379,95       8             3,218 
 1379,95       8             3,515 
 1379,95       8             3,781 
 1379,95       8             4,031 
 1379,95       8             4,296 
 1379,95       8             4,546 
 1379,95       8             4,859 
 1322,68       8             5,249 
 1322,68       8             5,499 
 1322,68       8             5,781 
 1322,68       8             6,078 
 1322,68       8             6,359 
 1322,68       8             6,671 
 1275,535      8             6,953 
 1275,535      8             7,171 
 1275,535      8             7,453 
 1275,535      8             7,718 
 1275,535      8             7,984 
 1275,535      8             8,265 
 1275,535      8             8,547 
 1275,535      8             8,797 
 1275,535      8             9,047 
 1275,535      8             9,328 
 1275,535      8             9,593 
 1275,535      8             9,828 
 1275,535      8             10,14 
 1275,535      8             10,39 
 1275,535      8             10,625 
 1275,535      8             10,844 
 1275,535      8             11,156 
 1275,535      8             11,422 
 1275,535      8             11,734 
 1275,535      8             12 
 1275,535      8             12,265 
 1275,535      8             12,562 
 1275,535      8             12,812 
 1275,535      8             13,062 
 1275,535      8             13,312 
 1275,535      8             13,562 
 1275,535      8             13,797 
 1275,535      8             14,031 
 1234,798      8             14,297 
 1234,798      8             14,547 
 1234,798      8             14,797 
 1234,798      8             15,063 
 1234,798      8             15,313 
 1234,798      8             15,578 
 1234,798      8             15,828 
 1234,798      8             16,063 
 1234,798      8             16,297 
 1234,798      8             16,578 
 1234,798      8             16,828 
 1234,798      8             17,078 
 1234,798      8             17,344 
 1234,798      8             17,578 
 1234,798      8             17,828 
 1234,798      8             18,125 
 1234,798      8             18,391 
 1234,798      8             18,641 
 1234,798      8             18,891 
 1234,798      8             19,172 
 1234,798      8             19,469 
 1234,798      8             19,75 
 1234,798      8             19,985 
 1234,798      8             20,235 
 1234,798      8             20,485 
 1234,798      8             20,719 
 1234,798      8             21 
 1234,798      8             21,235 
 1234,798      8             21,454 
 1234,798      8             21,766 
 1234,798      8             22,047 
 1234,798      8             22,313 
 1234,798      8             22,547 
 1234,798      8             22,813 
 1234,798      8             23,079 
 1234,798      8             23,329 
 1234,798      8             23,579 
 1234,798      8             23,86 
 1234,798      8             24,079 
 1234,798      8             24,344 
 1234,798      8             24,626 
 1234,798      8             24,876 
 1234,798      8             25,141 
 1234,798      8             25,391 
 1234,798      8             25,657 
 1234,798      8             25,923 
 1234,798      8             26,173 
 1234,798      8             26,423 
 1234,798      8             26,688 
 1234,798      8             26,954 
 1234,798      8             27,204 
 1234,798      8             27,485 
 1234,798      8             27,735 
 1234,798      8             27,985 
 1234,798      8             28,235 
 1234,798      8             28,485 
 1234,798      8             28,72 
 1234,798      8             28,97 
 1234,798      8             29,22 
 1234,798      8             29,517 
 1234,798      8             29,782 
 1234,798      8             30,032 
 1234,798      8             30,282 
 1234,798      8             30,548 
 1234,798      8             30,829 
 1234,798      8             31,095 
 1234,798      8             31,392 
 1234,798      8             31,626 
 1234,798      8             31,907 
 1234,798      8             32,157 
 1234,798      8             32,392 
 1234,798      8             32,657 
 1234,798      8             32,907 
 1234,798      8             33,157 
 1234,798      8             33,392 
 1234,798      8             33,673 
 1234,798      8             33,97 
 1234,798      8             34,22 
 1234,798      8             34,47 
 1234,798      8             34,751 
 1234,798      8             35,001 
 1234,798      8             35,251 
 1234,798      8             35,501 
 1234,798      8             35,783 
 1234,798      8             36,095 
 1234,798      8             36,345 
 1234,798      8             36,626 
 1234,798      8             36,908 
 1234,798      8             37,142 
 1234,798      8             37,376 
 1234,798      8             37,626 
 1234,798      8             37,877 
 1234,798      8             38,127 
 1234,798      8             38,392 
 1234,798      8             38,627 
 1234,798      8             38,908 
 1234,798      8             39,142 
 1234,798      8             39,408 
 1234,798      8             39,689 
 1234,798      8             39,924 
 1234,798      8             40,189 
