Iteraciones:   194 

Costo         Vehículos     Tiempo [seg]
 598,878       5             0,062 
 598,878       5             0,093 
 582,61        5             0,125 
 566,626       5             0,172 
 566,626       5             0,203 
 566,626       5             0,234 
 566,626       5             0,265 
 566,626       5             0,297 
 566,626       5             0,328 
 557,015       5             0,359 
 547,421       5             0,39 
 547,421       5             0,437 
 547,421       5             0,468 
 547,421       5             0,5 
 547,421       5             0,531 
 547,421       5             0,562 
 547,421       5             0,593 
 547,421       5             0,625 
 547,421       5             0,672 
 547,421       5             0,703 
 547,421       5             0,734 
 547,421       5             0,765 
 547,421       5             0,797 
 547,421       5             0,828 
 547,421       5             0,859 
 545,431       5             0,906 
 545,431       5             0,937 
 545,431       5             0,968 
 545,431       5             1 
 545,431       5             1,047 
 545,431       5             1,078 
 545,431       5             1,109 
 545,431       5             1,14 
 545,431       5             1,172 
 545,431       5             1,218 
 545,431       5             1,25 
 545,431       5             1,281 
 545,431       5             1,312 
 545,431       5             1,359 
 544,002       5             1,39 
 544,002       5             1,422 
 544,002       5             1,453 
 544,002       5             1,484 
 544,002       5             1,531 
 544,002       5             1,562 
 544,002       5             1,594 
 544,002       5             1,625 
 544,002       5             1,672 
 544,002       5             1,703 
 544,002       5             1,734 
 544,002       5             1,781 
 544,002       5             1,828 
 544,002       5             1,859 
 544,002       5             1,89 
 544,002       5             1,922 
 544,002       5             1,969 
 544,002       5             2 
 544,002       5             2,031 
 543,141       5             2,062 
 543,141       5             2,094 
 543,141       5             2,125 
 543,141       5             2,156 
 543,141       5             2,187 
 543,141       5             2,219 
 543,141       5             2,265 
 543,141       5             2,297 
 543,141       5             2,328 
 543,141       5             2,359 
 541,729       5             2,39 
 541,729       5             2,422 
 541,729       5             2,453 
 541,729       5             2,484 
 541,729       5             2,531 
 541,729       5             2,562 
 541,079       5             2,594 
 541,079       5             2,625 
 541,034       5             2,672 
 541,034       5             2,703 
 541,034       5             2,75 
 541,034       5             2,781 
 541,034       5             2,812 
 541,034       5             2,844 
 541,034       5             2,875 
 541,034       5             2,906 
 541,034       5             2,937 
 541,034       5             2,984 
 541,034       5             3,015 
 541,034       5             3,047 
 541,034       5             3,078 
 541,034       5             3,109 
 541,034       5             3,14 
 541,034       5             3,172 
 541,034       5             3,203 
 540,231       5             3,25 
 540,231       5             3,281 
 540,231       5             3,312 
 540,231       5             3,344 
 540,231       5             3,375 
 540,231       5             3,406 
 540,231       5             3,453 
 540,231       5             3,5 
 540,231       5             3,531 
 540,231       5             3,562 
 540,231       5             3,594 
 540,231       5             3,64 
 540,231       5             3,672 
 540,231       5             3,703 
 540,231       5             3,734 
 540,231       5             3,765 
 540,231       5             3,797 
 540,231       5             3,844 
 540,231       5             3,875 
 540,231       5             3,906 
 540,231       5             3,937 
 540,231       5             3,969 
 540,231       5             4 
 540,231       5             4,031 
 540,231       5             4,062 
 540,231       5             4,094 
 540,231       5             4,125 
 540,231       5             4,156 
 540,231       5             4,203 
 540,231       5             4,234 
 540,231       5             4,265 
 540,231       5             4,297 
 540,231       5             4,328 
 540,231       5             4,359 
 540,231       5             4,39 
 540,231       5             4,422 
 540,231       5             4,453 
 540,231       5             4,5 
 540,231       5             4,531 
 540,231       5             4,578 
 540,231       5             4,609 
 540,231       5             4,64 
 540,231       5             4,672 
 540,231       5             4,703 
 540,231       5             4,734 
 540,231       5             4,765 
 540,231       5             4,797 
 540,231       5             4,828 
 540,231       5             4,875 
 540,231       5             4,906 
 540,231       5             4,937 
 540,231       5             4,969 
 540,231       5             5 
 540,231       5             5,031 
 540,231       5             5,062 
 540,231       5             5,094 
 540,231       5             5,125 
 540,231       5             5,156 
 540,231       5             5,187 
 540,231       5             5,234 
 540,231       5             5,265 
 540,231       5             5,297 
 540,231       5             5,328 
 540,231       5             5,359 
 540,231       5             5,39 
 540,231       5             5,422 
 540,231       5             5,453 
 540,231       5             5,484 
 540,231       5             5,515 
 540,231       5             5,547 
 540,231       5             5,578 
 540,231       5             5,609 
 540,231       5             5,64 
 540,231       5             5,672 
 540,231       5             5,703 
 540,231       5             5,734 
 540,231       5             5,781 
 540,231       5             5,812 
 540,231       5             5,844 
 540,231       5             5,875 
 540,231       5             5,906 
 540,231       5             5,937 
 540,231       5             5,969 
 540,231       5             6 
 540,231       5             6,031 
 540,231       5             6,062 
 540,231       5             6,094 
 540,231       5             6,125 
 540,231       5             6,156 
 540,231       5             6,203 
 540,231       5             6,234 
 540,231       5             6,265 
 540,231       5             6,297 
 540,231       5             6,328 
 540,231       5             6,375 
 540,231       5             6,422 
 540,231       5             6,453 
 540,231       5             6,484 
 540,231       5             6,516 
 540,231       5             6,547 
 540,231       5             6,578 
