Iteraciones:   1393 

Costo         Vehículos     Tiempo [seg]
 1787,647      13            5,523 
 1787,647      13            10,595 
 1787,647      13            15,184 
 1787,647      13            19,634 
 1787,647      13            23,414 
 1787,647      13            27,257 
 1787,647      13            30,928 
 1787,647      13            34,771 
 1787,647      13            38,1 
 1787,647      13            41,399 
 1787,647      13            44,697 
 1787,647      13            48,26 
 1787,647      13            51,682 
 1787,647      13            54,747 
 1787,647      13            58,294 
 1787,647      13            61,483 
 1787,647      13            64,673 
 1787,647      13            67,878 
 1787,647      13            71,069 
 1787,647      13            74,368 
 1787,647      13            78,166 
 1787,647      13            81,216 
 1690,777      13            84,422 
 1690,777      13            87,737 
 1670,936      13            91,659 
 1670,936      13            94,849 
 1670,936      13            97,9 
 1670,936      13            101,075 
 1670,936      13            104,172 
 1670,936      13            107,487 
 1670,936      13            111,144 
 1670,936      13            114,475 
 1670,936      13            117,899 
 1670,936      13            120,965 
 1670,936      13            124,28 
 1670,936      13            128,077 
 1670,936      13            131,268 
 1670,936      13            134,567 
 1670,936      13            137,633 
 1670,936      13            141,072 
 1670,936      13            144,247 
 1670,936      13            147,329 
 1670,936      13            150,504 
 1670,936      13            153,585 
 1670,936      13            156,76 
 1670,936      13            159,826 
 1670,936      13            163,017 
 1670,936      13            166,192 
 1670,936      13            169,507 
 1670,936      13            172,822 
 1670,936      13            176,152 
 1670,936      13            179,327 
 1670,936      13            182,875 
 1670,936      13            185,941 
 1670,936      13            189,147 
 1670,936      13            192,338 
 1670,936      13            195,528 
 1670,936      13            199,077 
 1670,936      13            202,143 
 1670,936      13            205,318 
 1670,936      13            208,617 
 1670,936      13            212,181 
 1670,936      13            215,309 
 1670,936      13            218,609 
 1670,936      13            221,799 
 1670,936      13            224,99 
 1670,936      13            228,165 
 1670,936      13            231,371 
 1670,936      13            234,312 
 1670,936      13            237,363 
 1670,936      13            240,678 
 1670,936      13            243,868 
 1670,936      13            247,307 
 1670,936      13            250,373 
 1670,936      13            253,424 
 1670,936      13            256,972 
 1670,936      13            260,194 
 1668,792      13            263,275 
 1668,792      13            266,839 
 1668,792      13            270,03 
 1668,792      13            273,438 
 1668,792      13            276,753 
 1668,792      13            279,959 
 1668,792      13            283,274 
 1668,792      13            286,449 
 1668,792      13            289,546 
 1668,792      13            292,97 
 1668,792      13            296,021 
 1668,792      13            299,445 
 1668,792      13            302,806 
 1668,792      13            305,763 
 1668,792      13            309,094 
 1668,792      13            312,642 
 1668,792      13            316,097 
 1668,792      13            319,895 
 1668,792      13            323,303 
 1668,792      13            326,743 
 1666,023      13            330,073 
 1666,023      13            333,373 
 1666,023      13            336,952 
 1666,023      13            340,002 
 1666,023      13            343,302 
 1666,023      13            346,726 
 1666,023      13            350,399 
 1666,023      13            353,698 
 1666,023      13            357,247 
 1666,023      13            360,313 
 1666,023      13            364,001 
 1666,023      13            367,302 
 1666,023      13            370,62 
 1666,023      13            373,689 
 1666,023      13            377,007 
 1666,023      13            380,434 
 1666,023      13            383,644 
 1666,023      13            386,821 
 1666,023      13            390,124 
 1666,023      13            393,208 
 1666,023      13            396,417 
 1666,023      13            400,094 
 1666,023      13            403,396 
 1666,023      13            406,714 
 1666,023      13            410,017 
 1666,023      13            413,21 
 1666,023      13            416,295 
 1666,023      13            419,628 
 1666,023      13            422,806 
 1666,023      13            426,14 
 1624,881      13            429,567 
 1624,881      13            433,119 
 1624,881      13            436,094 
 1624,881      13            439,521 
 1624,881      13            442,979 
 1624,881      13            446,422 
 1624,881      13            449,491 
 1624,881      13            452,793 
 1624,881      13            455,753 
 1624,881      13            459,196 
 1624,881      13            462,623 
 1624,881      13            465,863 
 1624,881      13            469,041 
 1624,881      13            472,219 
 1624,881      13            475,303 
 1624,881      13            478,434 
 1624,881      13            481,846 
 1624,881      13            484,93 
 1624,881      13            488,015 
 1624,881      13            491,317 
 1624,881      13            494,386 
 1624,881      13            497,642 
 1624,881      13            501,085 
 1624,881      13            504,886 
 1624,881      13            508,453 
 1624,881      13            512,378 
 1624,881      13            516,335 
 1624,881      13            519,871 
 1624,881      13            523,236 
 1624,881      13            526,741 
 1624,881      13            530,044 
 1624,881      13            533,627 
 1624,881      13            536,991 
 1624,881      13            540,45 
 1624,881      13            543,534 
 1624,881      13            546,509 
 1624,881      13            549,812 
 1624,881      13            553,146 
 1624,881      13            556,884 
 1624,881      13            560,233 
 1624,881      13            563,583 
 1624,881      13            566,947 
 1624,881      13            570,453 
 1624,881      13            573,786 
 1624,881      13            577,198 
 1624,881      13            580,765 
 1624,881      13            584,083 
 1624,881      13            587,37 
 1624,881      13            591 
 1624,881      13            594,115 
 1624,881      13            597,246 
 1624,881      13            600,798 
 1624,881      13            604,568 
 1624,881      13            608,104 
 1624,881      13            611,796 
 1624,881      13            615,021 
 1624,881      13            618,308 
 1624,881      13            621,407 
 1624,881      13            624,601 
 1624,881      13            627,794 
 1624,881      13            630,988 
 1624,881      13            634,072 
 1624,881      13            637,795 
 1624,881      13            641,02 
 1624,881      13            644,322 
 1624,881      13            647,407 
 1624,881      13            650,85 
 1624,881      13            654,386 
 1624,881      13            657,595 
 1624,881      13            661,069 
 1624,881      13            664,387 
 1624,881      13            667,706 
 1624,881      13            671,134 
 1624,881      13            674,22 
 1624,881      13            677,414 
 1624,881      13            680,609 
 1624,881      13            683,803 
 1624,881      13            686,998 
 1624,881      13            689,943 
 1624,881      13            693,34 
 1624,881      13            696,301 
 1624,881      13            699,729 
 1624,881      13            703,048 
 1624,881      13            706,211 
 1624,881      13            709,64 
 1624,881      13            713,052 
 1624,881      13            716,808 
 1624,881      13            720,408 
 1624,881      13            723,664 
 1624,881      13            726,984 
 1624,881      13            730,116 
 1624,881      13            733,7 
 1624,881      13            737,128 
 1624,881      13            740,541 
 1624,881      13            743,985 
 1624,881      13            747,179 
 1624,881      13            750,716 
 1624,881      13            754,269 
 1624,881      13            757,355 
 1624,881      13            760,721 
 1624,881      13            764,289 
 1624,881      13            767,764 
 1624,881      13            771,224 
 1624,881      13            774,886 
 1624,881      13            778,298 
 1624,881      13            781,493 
 1624,881      13            784,968 
 1624,881      13            788,287 
 1624,881      13            791,996 
 1624,881      13            795,268 
 1624,881      13            798,837 
 1624,881      13            802,187 
 1624,881      13            805,397 
 1624,881      13            808,825 
 1624,881      13            812,503 
 1624,881      13            815,682 
 1624,881      13            819,017 
 1624,881      13            822,196 
 1624,881      13            825,515 
 1624,881      13            829,099 
 1624,881      13            832,418 
 1624,881      13            835,846 
 1624,881      13            839,15 
 1624,881      13            842,36 
 1624,881      13            845,664 
 1624,881      13            848,734 
 1624,881      13            852,053 
 1624,881      13            855,372 
 1624,881      13            858,66 
 1624,881      13            861,995 
 1624,881      13            865,189 
 1624,881      13            868,384 
 1624,881      13            871,469 
 1624,881      13            874,508 
 1624,881      13            877,718 
 1624,881      13            881,286 
 1624,881      13            884,59 
 1624,881      13            887,769 
 1624,881      13            891,228 
 1624,881      13            894,563 
 1624,881      13            897,867 
 1624,881      13            900,952 
 1624,881      13            904,178 
 1624,881      13            907,497 
 1624,881      13            910,769 
 1624,881      13            914,042 
 1624,881      13            917,345 
 1624,881      13            920,665 
 1624,881      13            923,968 
 1624,881      13            927,272 
 1624,881      13            930,575 
 1624,881      13            933,661 
 1624,881      13            936,871 
 1624,881      13            940,299 
 1624,881      13            943,618 
 1624,881      13            947,062 
 1624,881      13            950,615 
 1624,881      13            953,825 
 1624,881      13            957,144 
 1624,881      13            960,682 
 1624,881      13            963,627 
 1624,881      13            966,697 
 1624,881      13            969,752 
 1624,881      13            973,087 
 1624,881      13            976,391 
 1624,881      13            979,82 
 1624,881      13            983,264 
 1624,881      13            986,584 
 1624,881      13            989,779 
 1624,881      13            993,316 
 1624,881      13            996,917 
 1624,881      13            1000,345 
 1624,881      13            1003,447 
 1624,881      13            1006,782 
 1624,881      13            1009,961 
 1624,881      13            1013,639 
 1624,881      13            1016,974 
 1624,881      13            1020,185 
 1624,881      13            1023,255 
 1624,881      13            1026,575 
 1624,881      13            1030,05 
 1624,881      13            1033,011 
 1624,881      13            1036,736 
 1624,881      13            1039,931 
 1624,881      13            1043,344 
 1624,881      13            1046,742 
 1624,881      13            1050,077 
 1624,881      13            1053,584 
 1624,881      13            1056,716 
 1624,881      13            1059,896 
 1624,881      13            1063,075 
 1624,881      13            1066,036 
 1624,881      13            1069,356 
 1624,881      13            1072,426 
 1624,881      13            1075,636 
 1624,881      13            1079,081 
 1624,881      13            1082,369 
 1624,881      13            1085,455 
 1624,881      13            1088,65 
 1624,881      13            1092,188 
 1624,881      13            1095,507 
 1624,881      13            1098,827 
 1624,881      13            1102,022 
 1624,881      13            1105,201 
 1624,881      13            1108,536 
 1624,881      13            1111,84 
 1624,881      13            1115,035 
 1624,881      13            1118,215 
 1624,881      13            1121,519 
 1624,881      13            1124,714 
 1624,881      13            1127,908 
 1624,881      13            1131,337 
 1624,881      13            1134,657 
 1624,881      13            1137,976 
 1624,881      13            1141,327 
 1624,881      13            1144,756 
 1624,881      13            1147,935 
 1624,881      13            1151,255 
 1624,881      13            1154,466 
 1624,881      13            1157,645 
 1624,881      13            1160,949 
 1624,881      13            1164,019 
 1624,881      13            1167,214 
 1624,881      13            1170,659 
 1624,881      13            1173,729 
 1624,881      13            1177,189 
 1624,881      13            1180,368 
 1624,881      13            1183,454 
 1624,881      13            1187,117 
 1624,881      13            1190,39 
 1624,881      13            1193,631 
 1624,881      13            1197,029 
 1624,881      13            1200,395 
 1624,881      13            1203,996 
 1624,881      13            1207,159 
 1624,881      13            1210,495 
 1624,881      13            1214,048 
 1624,881      13            1217,742 
 1624,881      13            1220,812 
 1624,881      13            1223,758 
 1624,881      13            1227,67 
 1624,881      13            1231,005 
 1624,881      13            1234,2 
 1624,881      13            1237,426 
 1624,881      13            1240,73 
 1624,881      13            1244,05 
 1624,881      13            1247,51 
 1624,881      13            1250,814 
 1624,881      13            1254,118 
 1624,881      13            1257,812 
 1624,881      13            1261,116 
 1624,881      13            1264,669 
 1624,881      13            1267,63 
 1624,881      13            1271,199 
 1624,881      13            1274,613 
 1624,881      13            1277,932 
 1624,881      13            1281,127 
 1624,881      13            1284,322 
 1624,881      13            1287,751 
 1624,881      13            1291,071 
 1624,881      13            1295,092 
 1624,881      13            1298,443 
 1624,881      13            1301,528 
 1624,881      13            1304,973 
 1624,881      13            1307,918 
 1600,562      13            1311,643 
 1600,562      13            1314,885 
 1600,562      13            1318,08 
 1600,562      13            1321,213 
 1600,562      13            1324,673 
 1600,562      13            1327,868 
 1600,562      13            1330,954 
 1600,562      13            1334,133 
 1600,562      13            1337,219 
 1600,562      13            1341,271 
 1600,562      13            1344,45 
 1600,562      13            1347,895 
 1600,562      13            1351,355 
 1600,562      13            1354,596 
 1600,562      13            1357,807 
 1600,562      13            1361,049 
 1600,562      13            1364,228 
 1600,562      13            1367,626 
 1600,562      13            1371,179 
 1600,562      13            1374,125 
 1600,562      13            1377,32 
 1600,562      13            1380,53 
 1600,562      13            1383,725 
 1600,562      13            1386,687 
 1600,562      13            1390,131 
 1600,562      13            1393,295 
 1600,562      13            1396,505 
 1600,562      13            1399,825 
 1600,562      13            1403,378 
 1600,562      13            1406,682 
 1600,562      13            1410,252 
 1600,562      13            1413,571 
 1600,562      13            1416,626 
 1600,562      13            1419,946 
 1600,562      13            1423,374 
 1600,562      13            1426,445 
 1600,562      13            1429,889 
 1600,562      13            1432,975 
 1600,562      13            1436,388 
 1600,562      13            1439,474 
 1600,562      13            1442,669 
 1600,562      13            1445,973 
 1600,562      13            1448,825 
 1600,562      13            1452,239 
 1600,562      13            1455,449 
 1600,562      13            1459,252 
 1600,562      13            1463,04 
 1600,562      13            1466,624 
 1600,562      13            1469,944 
 1600,562      13            1472,983 
 1600,562      13            1476,194 
 1600,562      13            1479,514 
 1600,562      13            1483,457 
 1600,562      13            1486,652 
 1600,562      13            1489,941 
 1600,562      13            1493,136 
 1600,562      13            1496,331 
 1600,562      13            1499,651 
 1600,562      13            1502,861 
 1600,562      13            1506,056 
 1600,562      13            1509,501 
 1600,562      13            1512,587 
 1600,562      13            1516,203 
 1600,562      13            1519,367 
 1600,562      13            1522,796 
 1600,562      13            1526,037 
 1600,562      13            1529,497 
 1600,562      13            1532,708 
 1600,562      13            1536,246 
 1600,562      13            1540,049 
 1600,562      13            1543,743 
 1600,562      13            1546,938 
 1600,562      13            1550,024 
 1600,562      13            1553,219 
 1600,562      13            1556,773 
 1600,562      13            1560,108 
 1600,562      13            1563,412 
 1600,562      13            1566,358 
 1600,562      13            1569,787 
 1600,562      13            1572,623 
 1600,562      13            1575,818 
 1600,562      13            1578,904 
 1600,562      13            1582,084 
 1600,562      13            1585,419 
 1600,562      13            1588,614 
 1600,562      13            1592,028 
 1600,562      13            1595,347 
 1600,562      13            1598,433 
 1600,562      13            1601,722 
 1600,562      13            1604,683 
 1600,562      13            1607,738 
 1600,562      13            1611,432 
 1600,562      13            1615,11 
 1600,562      13            1618,461 
 1600,562      13            1621,641 
 1600,562      13            1625,101 
 1600,562      13            1628,311 
 1600,562      13            1631,507 
 1600,562      13            1634,717 
 1600,562      13            1637,897 
 1600,562      13            1641,092 
 1600,562      13            1644,302 
 1600,562      13            1647,591 
 1600,562      13            1650,786 
 1600,562      13            1654,137 
 1600,562      13            1657,566 
 1600,562      13            1661,275 
 1600,562      13            1664,346 
 1600,562      13            1667,681 
 1600,562      13            1670,752 
 1600,562      13            1674,071 
 1600,562      13            1677,266 
 1600,562      13            1680,352 
 1600,562      13            1684,031 
 1600,562      13            1687,335 
 1600,562      13            1690,686 
 1600,562      13            1694,193 
 1600,562      13            1697,668 
 1600,562      13            1700,817 
 1600,562      13            1704,058 
 1600,562      13            1707,409 
 1600,562      13            1710,916 
 1600,562      13            1713,877 
 1600,562      13            1717,197 
 1600,562      13            1720,486 
 1600,562      13            1724,055 
 1600,562      13            1727,609 
 1600,562      13            1730,695 
 1600,562      13            1733,89 
 1600,562      13            1737,209 
 1600,562      13            1740,997 
 1600,562      13            1744,8 
 1600,562      13            1747,886 
 1600,562      13            1750,956 
 1600,562      13            1754,634 
 1600,562      13            1757,83 
 1600,562      13            1761,134 
 1600,562      13            1764,438 
 1600,562      13            1768,147 
 1600,562      13            1771,436 
 1600,562      13            1774,397 
 1600,562      13            1777,717 
 1600,562      13            1780,912 
 1600,562      13            1784,216 
 1600,562      13            1787,661 
 1600,562      13            1790,856 
 1600,562      13            1794,067 
 1600,562      13            1797,246 
 1600,562      13            1800,675 
 1600,562      13            1804,12 
 1600,562      13            1807,33 
 1600,562      13            1810,401 
 1600,562      13            1813,611 
 1600,562      13            1816,931 
 1600,562      13            1820,282 
 1600,562      13            1823,54 
 1600,562      13            1826,859 
 1600,562      13            1830,21 
 1600,562      13            1833,437 
 1600,562      13            1836,772 
 1600,562      13            1840,217 
 1600,562      13            1843,287 
 1600,562      13            1846,607 
 1600,562      13            1849,802 
 1600,562      13            1852,888 
 1600,562      13            1856,177 
 1600,562      13            1859,138 
 1600,562      13            1862,614 
 1600,562      13            1866,292 
 1600,562      13            1869,752 
 1600,562      13            1873,056 
 1600,562      13            1876,485 
 1600,562      13            1880,039 
 1600,562      13            1883,374 
 1600,562      13            1886,444 
 1600,562      13            1889,639 
 1600,562      13            1892,726 
 1600,562      13            1895,905 
 1600,562      13            1899,1 
 1600,562      13            1902,28 
 1600,562      13            1905,615 
 1600,562      13            1909,028 
 1600,562      13            1912,239 
 1600,562      13            1915,309 
 1600,562      13            1918,489 
 1600,562      13            1921,809 
 1600,562      13            1925,643 
 1600,562      13            1928,947 
 1600,562      13            1932,267 
 1600,562      13            1935,353 
 1600,562      13            1938,782 
 1600,562      13            1941,837 
 1600,562      13            1945,141 
 1600,562      13            1948,601 
 1600,562      13            1952,155 
 1600,562      13            1955,583 
 1600,562      13            1958,654 
 1600,562      13            1961,724 
 1600,562      13            1965,044 
 1600,562      13            1968,005 
 1600,562      13            1970,967 
 1600,562      13            1974,551 
 1600,562      13            1977,731 
 1600,562      13            1981,051 
 1600,562      13            1984,371 
 1600,562      13            1987,316 
 1600,562      13            1990,995 
 1600,562      13            1994,564 
 1600,562      13            1998,398 
 1600,562      13            2002,076 
 1600,562      13            2005,427 
 1600,562      13            2008,669 
 1600,562      13            2011,786 
 1600,562      13            2015,168 
 1600,562      13            2018,566 
 1600,562      13            2021,979 
 1600,562      13            2025,299 
 1600,562      13            2028,51 
 1600,562      13            2032,671 
 1600,562      13            2035,882 
 1600,562      13            2039,326 
 1600,562      13            2043,129 
 1600,562      13            2046,434 
 1600,562      13            2049,629 
 1600,562      13            2053,058 
 1600,562      13            2056,378 
 1600,562      13            2059,464 
 1600,562      13            2063,017 
 1600,562      13            2066,555 
 1600,562      13            2069,75 
 1600,562      13            2073,195 
 1600,562      13            2076,499 
 1600,562      13            2079,819 
 1600,562      13            2083,139 
 1600,562      13            2086,583 
 1600,562      13            2089,716 
 1600,562      13            2092,662 
 1600,562      13            2096,106 
 1600,562      13            2099,644 
 1600,562      13            2102,871 
 1600,562      13            2106,3 
 1600,562      13            2109,479 
 1600,562      13            2112,472 
 1600,562      13            2115,776 
 1600,562      13            2118,862 
 1600,562      13            2121,979 
 1600,562      13            2125,47 
 1600,562      13            2129,024 
 1600,562      13            2132,219 
 1600,562      13            2135,445 
 1600,562      13            2138,64 
 1600,562      13            2142,007 
 1600,562      13            2145,561 
 1600,562      13            2148,771 
 1600,562      13            2152,091 
 1600,562      13            2155,38 
 1600,562      13            2158,84 
 1600,562      13            2162,409 
 1600,562      13            2165,729 
 1600,562      13            2169,173 
 1600,562      13            2172,228 
 1600,562      13            2175,564 
 1600,562      13            2178,634 
 1600,562      13            2181,829 
 1600,562      13            2185,243 
 1600,562      13            2188,562 
 1600,562      13            2192,007 
 1600,562      13            2195,186 
 1600,562      13            2198,506 
 1600,562      13            2201,717 
 1600,562      13            2204,897 
 1600,562      13            2208,201 
 1600,562      13            2211,396 
 1600,562      13            2214,731 
 1600,562      13            2218,145 
 1600,562      13            2221,464 
 1600,562      13            2224,8 
 1600,562      13            2227,855 
 1600,562      13            2231,299 
 1600,562      13            2234,619 
 1600,562      13            2237,347 
 1600,562      13            2240,651 
 1600,562      13            2243,737 
 1600,562      13            2247,041 
 1600,562      13            2250,345 
 1600,562      13            2253,54 
 1600,562      13            2256,86 
 1600,562      13            2260,18 
 1600,562      13            2263,609 
 1600,562      13            2267,085 
 1600,562      13            2270,545 
 1600,562      13            2273,709 
 1600,562      13            2277,403 
 1600,562      13            2280,987 
 1600,562      13            2284,401 
 1600,562      13            2287,814 
 1600,562      13            2291,227 
 1600,562      13            2294,594 
 1600,562      13            2297,789 
 1600,562      13            2300,984 
 1600,562      13            2304,179 
 1600,562      13            2307,53 
 1600,562      13            2310,959 
 1600,562      13            2314,17 
 1600,562      13            2317,365 
 1600,562      13            2320,669 
 1600,562      13            2323,849 
 1600,562      13            2327,309 
 1600,562      13            2330,738 
 1600,562      13            2333,808 
 1600,562      13            2337,362 
 1600,562      13            2340,323 
 1600,562      13            2343,503 
