Iteraciones:   4013 

Costo         Vehículos     Tiempo [seg]
 1560,17       8             1,328 
 1467,649      8             2,625 
 1382,037      8             4,062 
 1379,317      8             5,594 
 1379,317      8             7,031 
 1379,317      8             8,422 
 1379,317      8             9,703 
 1379,317      8             11,031 
 1332,495      8             12,515 
 1327,156      8             13,734 
 1327,156      8             15,094 
 1327,156      8             16,453 
 1327,156      8             17,625 
 1323,787      8             19,062 
 1323,787      8             20,453 
 1323,787      8             21,969 
 1323,787      8             23,219 
 1323,787      8             24,594 
 1292,899      8             26,015 
 1292,899      8             27,375 
 1292,899      8             28,562 
 1267,696      8             29,906 
 1267,696      8             31,094 
 1267,696      8             32,469 
 1267,696      8             33,859 
 1267,696      8             35,234 
 1267,696      8             36,578 
 1267,696      8             37,734 
 1267,696      8             38,953 
 1267,696      8             40,156 
 1267,696      8             41,375 
 1267,696      8             42,64 
 1267,696      8             43,969 
 1267,696      8             45,172 
 1267,696      8             46,484 
 1267,696      8             47,687 
 1267,696      8             48,89 
 1267,696      8             50,047 
 1267,696      8             51,203 
 1267,696      8             52,375 
 1267,696      8             53,578 
 1267,696      8             54,859 
 1267,696      8             56,062 
 1267,696      8             57,484 
 1267,696      8             58,734 
 1237,004      8             60,094 
 1237,004      8             61,422 
 1237,004      8             62,781 
 1237,004      8             64,015 
 1237,004      8             65,172 
 1237,004      8             66,453 
 1237,004      8             67,844 
 1237,004      8             68,922 
 1237,004      8             70,047 
 1237,004      8             71,312 
 1237,004      8             72,609 
 1237,004      8             73,625 
 1237,004      8             74,984 
 1237,004      8             76,312 
 1237,004      8             77,64 
 1237,004      8             78,906 
 1237,004      8             80,187 
 1237,004      8             81,531 
 1237,004      8             82,719 
 1237,004      8             83,734 
 1237,004      8             85,109 
 1237,004      8             86,406 
 1237,004      8             87,687 
 1237,004      8             88,75 
 1237,004      8             90,078 
 1237,004      8             91,265 
 1237,004      8             92,547 
 1237,004      8             93,875 
 1237,004      8             95,047 
 1237,004      8             96,312 
 1237,004      8             97,469 
 1237,004      8             98,719 
 1237,004      8             99,984 
 1237,004      8             101,359 
 1237,004      8             102,5 
 1237,004      8             103,672 
 1237,004      8             104,906 
 1237,004      8             106,156 
 1237,004      8             107,5 
 1237,004      8             108,64 
 1237,004      8             109,937 
 1237,004      8             111,187 
 1237,004      8             112,547 
 1237,004      8             113,859 
 1237,004      8             115,25 
 1237,004      8             116,437 
 1237,004      8             117,687 
 1237,004      8             118,89 
 1237,004      8             120,078 
 1237,004      8             121,344 
 1237,004      8             122,609 
 1237,004      8             123,89 
 1237,004      8             125,234 
 1237,004      8             126,547 
 1237,004      8             127,75 
 1237,004      8             129,109 
 1237,004      8             130,453 
 1237,004      8             131,687 
 1237,004      8             133,047 
 1237,004      8             134,125 
 1237,004      8             135,453 
 1237,004      8             136,594 
 1237,004      8             137,875 
 1237,004      8             139,14 
 1237,004      8             140,453 
 1237,004      8             141,75 
 1237,004      8             142,984 
 1237,004      8             144,312 
 1237,004      8             145,406 
 1237,004      8             146,75 
 1237,004      8             147,984 
 1237,004      8             149,14 
 1237,004      8             150,344 
 1237,004      8             151,672 
 1237,004      8             152,89 
 1237,004      8             154,187 
 1237,004      8             155,5 
 1237,004      8             156,609 
 1237,004      8             157,875 
 1237,004      8             159,234 
 1237,004      8             160,562 
 1237,004      8             161,828 
 1237,004      8             163,172 
 1237,004      8             164,484 
 1237,004      8             165,656 
 1237,004      8             167,031 
 1237,004      8             168,25 
 1237,004      8             169,547 
 1237,004      8             170,875 
 1237,004      8             172 
 1237,004      8             173,234 
 1237,004      8             174,469 
 1237,004      8             175,734 
 1237,004      8             176,89 
 1237,004      8             178,062 
 1237,004      8             179,344 
 1237,004      8             180,469 
 1237,004      8             181,797 
 1237,004      8             183 
 1237,004      8             184,203 
 1237,004      8             185,484 
 1237,004      8             186,781 
 1237,004      8             187,828 
 1237,004      8             189,156 
 1237,004      8             190,375 
 1237,004      8             191,406 
 1237,004      8             192,656 
 1237,004      8             193,703 
 1237,004      8             194,375 
 1237,004      8             195,062 
 1237,004      8             195,734 
 1237,004      8             196,422 
 1237,004      8             197,109 
 1237,004      8             197,797 
 1237,004      8             198,484 
 1237,004      8             199,187 
 1237,004      8             199,859 
 1237,004      8             200,562 
 1237,004      8             201,219 
 1237,004      8             201,89 
 1237,004      8             202,578 
 1237,004      8             203,234 
 1237,004      8             203,906 
 1237,004      8             204,578 
 1237,004      8             205,234 
 1237,004      8             205,922 
 1237,004      8             206,625 
 1237,004      8             207,281 
 1237,004      8             208,015 
 1237,004      8             208,687 
 1237,004      8             209,375 
 1237,004      8             210,078 
 1237,004      8             210,781 
 1237,004      8             211,5 
 1237,004      8             212,156 
 1237,004      8             212,89 
 1237,004      8             213,578 
 1237,004      8             214,39 
 1237,004      8             215,078 
 1237,004      8             215,781 
