Iteraciones:   2219 

Costo         Vehículos     Tiempo [seg]
 972,717       10            0,422 
 931,093       10            0,656 
 931,093       10            0,906 
 898,428       10            1,312 
 895,918       10            1,687 
 895,918       10            2,062 
 888,163       10            2,437 
 888,163       10            2,812 
 888,163       10            3,187 
 875,669       10            3,578 
 875,669       10            3,89 
 866,206       10            4,312 
 866,206       10            4,64 
 866,206       10            4,953 
 866,206       10            5,328 
 866,206       10            5,703 
 866,206       10            6,062 
 866,206       10            6,39 
 866,206       10            6,765 
 866,206       10            7,14 
 866,206       10            7,515 
 866,206       10            7,89 
 866,206       10            8,265 
 866,206       10            8,625 
 866,206       10            8,984 
 866,206       10            9,375 
 866,206       10            9,734 
 866,206       10            10,062 
 866,206       10            10,484 
 866,206       10            10,859 
 866,206       10            11,187 
 866,206       10            11,547 
 866,206       10            11,875 
 866,206       10            12,25 
 866,206       10            12,609 
 861,213       10            12,937 
 861,213       10            13,297 
 861,213       10            13,625 
 861,213       10            13,984 
 861,213       10            14,312 
 861,213       10            14,672 
 861,213       10            14,984 
 861,213       10            15,312 
 861,213       10            15,625 
 856,643       10            16 
 856,643       10            16,375 
 856,643       10            16,75 
 856,643       10            17,109 
 856,643       10            17,437 
 856,643       10            17,797 
 856,643       10            18,14 
 856,643       10            18,5 
 856,643       10            18,89 
 856,643       10            19,203 
 856,643       10            19,562 
 856,643       10            19,937 
 856,643       10            20,312 
 856,643       10            20,64 
 856,643       10            21 
 856,643       10            21,375 
 856,643       10            21,703 
 856,643       10            22,031 
 856,643       10            22,39 
 856,643       10            22,703 
 856,643       10            23,031 
 856,643       10            23,406 
 856,643       10            23,765 
 856,643       10            24,078 
 856,643       10            24,406 
 856,643       10            24,781 
 856,643       10            25,156 
 856,643       10            25,515 
 856,643       10            25,89 
 856,643       10            26,219 
 856,643       10            26,594 
 856,643       10            26,953 
 856,643       10            27,328 
 856,643       10            27,719 
 856,643       10            28,047 
 856,643       10            28,406 
 856,643       10            28,719 
 856,643       10            29,094 
 856,643       10            29,375 
 856,643       10            29,734 
 856,643       10            30,109 
 856,643       10            30,437 
 856,643       10            30,797 
 856,643       10            31,172 
 856,643       10            31,609 
 856,643       10            32,062 
 856,643       10            32,422 
 856,643       10            32,75 
 856,643       10            33,109 
 856,643       10            33,422 
 856,643       10            33,797 
 856,643       10            34,156 
 856,643       10            34,531 
 856,643       10            34,969 
 856,643       10            35,297 
 856,643       10            35,656 
 856,643       10            36,031 
 856,643       10            36,344 
 856,643       10            36,734 
 856,643       10            37,047 
 856,643       10            37,422 
 856,643       10            37,781 
 856,643       10            38,156 
 856,643       10            38,531 
 856,643       10            38,859 
 856,643       10            39,219 
 856,643       10            39,547 
 856,643       10            39,922 
 856,643       10            40,344 
 856,643       10            40,672 
 856,643       10            41,031 
 856,643       10            41,359 
 856,643       10            41,734 
 856,643       10            42,094 
 856,643       10            42,469 
 856,643       10            42,797 
 856,643       10            43,156 
 856,643       10            43,531 
 856,643       10            43,875 
 856,643       10            44,234 
 856,643       10            44,609 
 856,643       10            44,937 
 856,643       10            45,25 
 856,643       10            45,609 
 856,643       10            46 
 856,643       10            46,312 
 856,643       10            46,64 
 856,643       10            46,953 
 856,643       10            47,281 
 856,643       10            47,703 
 856,643       10            48,094 
 856,643       10            48,469 
 856,643       10            48,797 
 856,643       10            49,234 
 856,643       10            49,609 
 856,643       10            50 
 856,643       10            50,359 
 856,643       10            50,687 
 856,643       10            51,047 
 856,643       10            51,375 
 856,643       10            51,734 
 856,643       10            52,062 
 856,643       10            52,422 
 856,643       10            52,75 
 856,643       10            53,125 
 856,643       10            53,437 
 856,643       10            53,797 
 856,643       10            54,172 
 856,643       10            54,5 
 856,643       10            54,812 
 856,643       10            55,172 
 856,643       10            55,484 
 856,643       10            55,859 
 856,643       10            56,172 
 856,643       10            56,547 
 856,643       10            56,922 
 856,643       10            57,234 
 856,643       10            57,562 
 856,643       10            57,922 
 856,643       10            58,25 
 856,643       10            58,625 
 856,643       10            59 
 856,643       10            59,39 
 856,643       10            59,75 
 856,643       10            60,078 
 856,643       10            60,453 
 856,643       10            60,765 
 856,643       10            61,14 
 856,643       10            61,469 
 856,643       10            61,828 
 856,643       10            62,156 
 856,643       10            62,547 
 856,643       10            62,906 
 856,643       10            63,234 
 856,643       10            63,609 
 856,643       10            63,969 
 856,643       10            64,359 
 856,643       10            64,687 
 856,643       10            65,047 
 856,643       10            65,422 
 856,643       10            65,797 
 856,643       10            66,125 
 856,643       10            66,5 
 856,643       10            66,859 
 856,643       10            67,187 
 856,643       10            67,5 
 856,643       10            67,875 
 856,643       10            68,234 
 856,643       10            68,609 
 856,643       10            68,922 
 856,643       10            69,25 
 856,643       10            69,625 
 856,643       10            69,937 
 856,642       10            70,297 
 856,642       10            70,609 
 856,642       10            70,922 
 856,642       10            71,25 
 856,642       10            71,609 
 856,642       10            71,922 
 856,642       10            72,25 
 856,642       10            72,562 
 856,642       10            72,922 
 856,642       10            73,297 
 856,642       10            73,625 
 856,642       10            73,984 
 856,642       10            74,359 
 856,642       10            74,687 
 856,642       10            75,047 
 856,642       10            75,375 
 856,642       10            75,734 
 856,642       10            76,062 
 856,642       10            76,437 
 856,642       10            76,812 
 856,642       10            77,187 
 856,642       10            77,547 
 856,642       10            77,875 
 856,642       10            78,187 
 856,642       10            78,547 
 856,642       10            78,859 
 856,642       10            79,187 
 856,642       10            79,5 
 856,642       10            79,812 
 856,642       10            80,187 
 856,642       10            80,562 
 856,642       10            80,922 
 856,642       10            81,297 
 856,642       10            81,625 
 856,642       10            81,984 
 856,642       10            82,297 
 856,642       10            82,625 
 856,642       10            82,937 
 856,642       10            83,312 
 856,642       10            83,672 
 856,642       10            84 
 856,642       10            84,359 
 856,642       10            84,687 
 856,642       10            85,062 
 856,642       10            85,375 
 856,642       10            85,734 
 856,642       10            86,062 
 856,642       10            86,437 
 856,642       10            86,797 
 856,642       10            87,125 
 856,642       10            87,484 
 856,642       10            87,812 
 856,642       10            88,187 
 856,642       10            88,547 
 856,642       10            88,89 
 856,642       10            89,203 
 856,642       10            89,562 
 856,642       10            89,828 
 856,642       10            90,203 
 856,642       10            90,562 
 856,642       10            90,89 
 856,642       10            91,25 
 856,642       10            91,578 
 856,642       10            91,937 
 856,642       10            92,265 
 854,277       10            92,625 
 854,277       10            92,953 
 854,277       10            93,312 
 854,277       10            93,625 
 854,277       10            94 
 854,277       10            94,328 
 854,277       10            94,687 
 854,277       10            95 
 854,277       10            95,375 
 854,277       10            95,687 
 854,277       10            96,062 
 854,277       10            96,437 
 854,277       10            96,765 
 854,277       10            97,125 
 854,277       10            97,453 
 854,277       10            97,765 
 854,277       10            98,125 
 854,277       10            98,453 
 854,277       10            98,844 
 854,277       10            99,219 
 854,277       10            99,594 
 854,277       10            99,953 
 854,277       10            100,281 
 854,277       10            100,64 
 854,277       10            101,031 
 854,277       10            101,406 
 854,277       10            101,719 
 854,277       10            102,031 
 854,277       10            102,406 
 854,277       10            102,765 
 854,277       10            103,094 
 854,277       10            103,453 
 854,277       10            103,828 
 854,277       10            104,156 
 854,277       10            104,515 
 854,277       10            104,89 
 854,277       10            105,219 
 854,277       10            105,578 
 854,277       10            105,906 
 854,277       10            106,328 
 854,277       10            106,64 
 854,277       10            106,969 
 854,277       10            107,328 
 854,277       10            107,703 
 854,277       10            108,031 
 854,277       10            108,344 
 854,277       10            108,703 
 854,277       10            109,031 
 854,277       10            109,344 
 854,277       10            109,719 
 854,277       10            110,078 
 854,277       10            110,406 
 854,277       10            110,765 
 854,277       10            111,094 
 854,277       10            111,515 
 854,277       10            111,828 
 854,277       10            112,156 
 854,277       10            112,531 
 854,277       10            112,906 
 854,277       10            113,219 
 854,277       10            113,594 
 854,277       10            113,953 
 854,277       10            114,281 
 854,277       10            114,64 
 854,277       10            114,969 
 854,277       10            115,281 
 854,277       10            115,64 
 854,277       10            115,969 
 854,277       10            116,328 
 854,277       10            116,703 
 854,277       10            117,031 
 854,277       10            117,39 
 854,277       10            117,765 
 854,277       10            118,078 
 854,277       10            118,453 
 854,277       10            118,765 
 854,277       10            119,094 
 854,277       10            119,469 
 854,277       10            119,828 
 854,277       10            120,156 
 854,277       10            120,531 
 854,277       10            120,89 
 854,277       10            121,265 
 854,277       10            121,594 
 854,277       10            121,969 
 854,277       10            122,344 
 854,277       10            122,719 
 854,277       10            123,094 
 854,277       10            123,469 
 854,277       10            123,828 
 854,277       10            124,172 
 854,277       10            124,547 
 854,277       10            124,906 
 854,277       10            125,234 
 854,277       10            125,609 
 854,277       10            125,969 
 854,277       10            126,344 
 854,277       10            126,672 
 854,277       10            127,031 
 854,111       10            127,359 
 854,111       10            127,719 
 852,827       10            128,047 
 852,827       10            128,422 
 852,827       10            128,719 
 852,827       10            129,047 
 852,827       10            129,406 
 852,827       10            129,734 
 852,827       10            130,172 
 852,827       10            130,5 
 852,827       10            130,828 
 852,827       10            131,187 
 852,827       10            131,531 
 852,827       10            131,844 
 852,827       10            132,203 
 852,827       10            132,515 
 852,827       10            132,828 
 852,827       10            133,156 
 852,827       10            133,453 
 852,827       10            133,844 
 852,827       10            134,156 
 852,827       10            134,484 
 852,827       10            134,859 
 852,827       10            135,187 
 852,827       10            135,5 
 852,827       10            135,875 
 852,827       10            136,203 
 852,827       10            136,578 
 852,827       10            136,937 
 852,827       10            137,187 
 852,827       10            137,562 
 852,827       10            137,984 
 852,827       10            138,359 
 852,827       10            138,687 
 852,827       10            139,047 
 852,827       10            139,375 
 852,827       10            139,734 
 852,827       10            140,109 
 852,827       10            140,437 
 852,827       10            140,797 
 852,827       10            141,125 
 852,827       10            141,5 
 852,827       10            141,875 
 852,827       10            142,234 
 852,827       10            142,609 
 852,827       10            142,937 
 852,827       10            143,312 
 852,827       10            143,672 
 852,827       10            144 
 852,827       10            144,422 
 852,827       10            144,734 
 852,827       10            145,109 
 852,827       10            145,484 
 852,827       10            145,797 
 852,827       10            146,156 
 852,827       10            146,531 
 852,827       10            146,922 
 852,827       10            147,25 
 852,827       10            147,609 
 852,827       10            147,984 
 852,827       10            148,359 
 852,827       10            148,687 
 852,827       10            149,062 
 852,827       10            149,422 
 852,827       10            149,75 
 852,827       10            150,109 
 852,827       10            150,437 
 852,827       10            150,797 
 852,827       10            151,125 
 852,827       10            151,484 
 852,827       10            151,859 
 852,827       10            152,187 
 852,827       10            152,5 
 852,827       10            152,859 
 852,827       10            153,187 
 852,827       10            153,515 
 852,827       10            153,89 
