Iteraciones:   1721 

Costo         Vehículos     Tiempo [seg]
 1776,602      13            0,89 
 1776,602      13            1,469 
 1776,602      13            2,14 
 1776,602      13            3,031 
 1776,602      13            3,844 
 1776,602      13            4,687 
 1776,602      13            5,437 
 1776,602      13            6,265 
 1776,602      13            7,14 
 1776,602      13            7,781 
 1776,602      13            8,515 
 1776,602      13            9,219 
 1776,602      13            9,922 
 1776,602      13            10,547 
 1776,602      13            11,219 
 1760,819      13            11,969 
 1760,819      13            12,656 
 1760,819      13            13,297 
 1760,819      13            14,094 
 1760,819      13            14,812 
 1760,819      13            15,422 
 1760,819      13            16,109 
 1721,764      13            16,844 
 1721,764      13            17,547 
 1721,764      13            18,281 
 1665,235      13            19,031 
 1665,235      13            19,797 
 1665,235      13            20,437 
 1665,235      13            20,969 
 1665,235      13            21,656 
 1665,235      13            22,297 
 1665,235      13            22,859 
 1665,235      13            23,484 
 1665,235      13            24,062 
 1655,417      13            24,687 
 1655,417      13            25,265 
 1655,417      13            25,875 
 1655,417      13            26,484 
 1655,417      13            27,172 
 1655,417      13            27,75 
 1655,417      13            28,359 
 1655,417      13            29,031 
 1655,417      13            29,64 
 1655,417      13            30,203 
 1655,417      13            30,765 
 1655,417      13            31,422 
 1655,417      13            32 
 1648,955      13            32,609 
 1648,955      13            33,234 
 1648,955      13            33,844 
 1648,955      13            34,453 
 1648,955      13            35,031 
 1648,955      13            35,765 
 1648,955      13            36,453 
 1648,955      13            37,078 
 1648,955      13            37,609 
 1648,955      13            38,297 
 1648,955      13            38,875 
 1648,955      13            39,422 
 1648,955      13            39,969 
 1648,955      13            40,64 
 1648,955      13            41,156 
 1648,955      13            41,797 
 1648,955      13            42,484 
 1648,955      13            43,094 
 1648,955      13            43,734 
 1648,955      13            44,265 
 1648,955      13            44,922 
 1648,955      13            45,547 
 1648,955      13            46,125 
 1648,955      13            46,703 
 1648,955      13            47,187 
 1648,955      13            47,797 
 1648,955      13            48,375 
 1648,955      13            48,953 
 1648,955      13            49,515 
 1648,955      13            50,156 
 1648,955      13            51,484 
 1648,955      13            52,922 
 1648,955      13            53,562 
 1648,955      13            54,203 
 1648,955      13            54,734 
 1648,955      13            55,453 
 1648,955      13            56,078 
 1648,955      13            56,703 
 1648,955      13            57,375 
 1648,955      13            57,937 
 1648,955      13            58,515 
 1648,955      13            59,14 
 1648,955      13            59,859 
 1648,955      13            60,484 
 1648,955      13            61,094 
 1648,955      13            61,828 
 1644,466      13            62,469 
 1644,466      13            63,062 
 1644,466      13            63,797 
 1644,466      13            64,281 
 1644,466      13            64,89 
 1644,466      13            65,437 
 1644,466      13            65,953 
 1644,466      13            66,578 
 1644,466      13            67,203 
 1644,466      13            67,765 
 1644,466      13            68,344 
 1644,466      13            68,906 
 1644,466      13            69,469 
 1644,466      13            70,015 
 1644,466      13            70,64 
 1644,466      13            71,234 
 1644,466      13            71,781 
 1644,466      13            72,406 
 1644,466      13            73 
 1644,466      13            73,469 
 1644,466      13            74,156 
 1644,466      13            74,781 
 1644,466      13            75,406 
 1644,466      13            75,984 
 1644,466      13            76,531 
 1644,466      13            77,125 
 1596,549      13            77,687 
 1596,549      13            78,328 
 1596,549      13            78,828 
 1596,549      13            79,547 
 1596,549      13            80,187 
 1596,549      13            80,64 
 1596,549      13            81,265 
 1596,549      13            81,937 
 1596,549      13            82,422 
 1593,804      13            82,984 
 1593,804      13            83,547 
 1593,804      13            84,047 
 1593,804      13            84,922 
 1593,804      13            85,5 
 1593,804      13            86,125 
 1593,804      13            86,797 
 1593,804      13            87,375 
 1593,804      13            88 
 1590,214      13            88,547 
 1590,214      13            89,234 
 1590,214      13            89,937 
 1590,214      13            90,625 
 1590,214      13            91,437 
 1590,214      13            92,14 
 1590,214      13            92,828 
 1590,214      13            93,453 
 1590,214      13            94,078 
 1590,214      13            94,703 
 1590,214      13            95,375 
 1590,214      13            95,937 
 1590,214      13            96,64 
 1590,214      13            97,375 
 1590,214      13            97,937 
 1590,214      13            98,687 
 1590,214      13            99,265 
 1590,214      13            99,969 
 1590,214      13            100,656 
 1590,214      13            101,281 
 1590,214      13            101,953 
 1590,214      13            102,531 
 1590,214      13            103,203 
 1590,214      13            103,781 
 1590,214      13            104,39 
 1590,214      13            105,031 
 1590,214      13            105,656 
 1590,214      13            106,281 
 1590,214      13            106,953 
 1590,214      13            107,531 
 1590,214      13            108,203 
 1590,214      13            108,765 
 1590,214      13            109,328 
 1590,214      13            109,953 
 1590,214      13            110,531 
 1590,214      13            111,156 
 1590,214      13            111,765 
 1590,214      13            112,344 
 1590,214      13            113,094 
 1590,214      13            113,703 
 1590,214      13            114,39 
 1590,214      13            115,078 
 1590,214      13            115,719 
 1590,214      13            116,281 
 1590,214      13            116,906 
 1590,214      13            117,64 
 1590,214      13            118,219 
 1590,214      13            118,844 
 1590,214      13            119,515 
 1590,214      13            120,094 
 1590,214      13            120,703 
 1590,214      13            121,281 
 1590,214      13            121,906 
 1590,214      13            122,515 
 1590,214      13            123,094 
 1590,214      13            123,656 
 1590,214      13            124,328 
 1590,214      13            124,969 
 1590,214      13            125,578 
 1590,214      13            126,203 
 1590,214      13            126,89 
 1590,214      13            127,594 
 1590,214      13            128,265 
 1590,214      13            128,969 
 1590,214      13            129,547 
 1590,214      13            130,156 
 1590,214      13            130,922 
 1590,214      13            131,531 
 1590,214      13            132,219 
 1590,214      13            132,797 
 1590,214      13            133,469 
 1590,214      13            134,156 
 1590,214      13            134,797 
 1590,214      13            135,469 
 1590,214      13            136,109 
 1590,214      13            136,672 
 1590,214      13            137,281 
 1590,214      13            137,797 
 1590,214      13            138,531 
 1590,214      13            139,109 
 1590,214      13            139,734 
 1590,214      13            140,344 
 1590,214      13            140,922 
 1590,214      13            141,484 
 1590,214      13            142,094 
 1590,214      13            142,734 
 1590,214      13            143,359 
 1590,214      13            144,031 
 1590,214      13            144,719 
 1590,214      13            145,281 
 1590,214      13            145,859 
 1590,214      13            146,531 
 1590,214      13            147,109 
 1590,214      13            147,719 
 1590,214      13            148,234 
 1590,214      13            148,922 
 1590,214      13            149,547 
 1590,214      13            150,156 
 1590,214      13            150,734 
 1590,214      13            151,359 
 1590,214      13            151,984 
 1590,214      13            152,531 
 1590,214      13            153,094 
 1590,214      13            153,734 
 1590,214      13            154,359 
 1590,214      13            154,984 
 1590,214      13            155,594 
 1590,214      13            156,219 
 1590,214      13            156,781 
 1590,214      13            157,406 
 1590,214      13            157,969 
 1590,214      13            158,656 
 1590,214      13            159,234 
 1590,214      13            159,906 
 1590,214      13            160,469 
 1590,214      13            161,047 
 1590,214      13            161,719 
 1590,214      13            162,344 
 1590,214      13            163,047 
 1590,214      13            163,719 
 1590,214      13            164,281 
 1590,214      13            164,906 
 1590,214      13            165,531 
 1590,214      13            166,172 
 1590,214      13            166,859 
 1590,214      13            167,469 
 1590,214      13            168,047 
 1590,214      13            168,656 
 1590,214      13            169,234 
 1590,214      13            169,922 
 1590,214      13            170,531 
 1590,214      13            171,047 
 1590,214      13            171,656 
 1590,214      13            172,297 
 1590,214      13            172,859 
 1590,214      13            173,422 
 1590,214      13            173,969 
 1590,214      13            174,547 
 1590,214      13            175,156 
 1590,214      13            175,797 
 1590,214      13            176,484 
 1590,214      13            177,094 
 1590,214      13            177,656 
 1590,214      13            178,234 
 1590,214      13            178,797 
 1590,214      13            179,406 
 1590,214      13            180,094 
 1590,214      13            180,719 
 1590,214      13            181,359 
 1590,214      13            182,047 
 1590,214      13            182,609 
 1590,214      13            183,234 
 1590,214      13            183,859 
 1590,214      13            184,531 
 1590,214      13            185,219 
