Iteraciones:   4282 

Costo         Vehículos     Tiempo [seg]
 1390,523      8             1,218 
 1390,523      8             2,827 
 1390,523      8             4,234 
 1390,523      8             5,671 
 1390,523      8             7,093 
 1390,523      8             8,484 
 1383,152      8             9,874 
 1383,152      8             11,249 
 1375,243      8             12,609 
 1375,243      8             13,999 
 1375,243      8             15,312 
 1375,243      8             16,687 
 1375,243      8             18,062 
 1375,243      8             19,421 
 1375,243      8             20,796 
 1375,243      8             22,249 
 1375,243      8             23,609 
 1375,243      8             24,937 
 1375,243      8             26,374 
 1375,243      8             27,734 
 1375,243      8             29,046 
 1375,243      8             30,374 
 1375,243      8             31,734 
 1375,243      8             33,124 
 1375,243      8             34,484 
 1354,602      8             35,796 
 1324,479      8             37,171 
 1324,479      8             38,562 
 1324,479      8             39,874 
 1321          8             41,187 
 1321          8             42,546 
 1321          8             43,921 
 1321          8             45,249 
 1321          8             46,609 
 1321          8             47,984 
 1301,223      8             49,437 
 1301,223      8             50,812 
 1301,223      8             52,234 
 1301,223      8             53,562 
 1301,223      8             54,999 
 1301,223      8             56,312 
 1301,223      8             57,702 
 1301,223      8             59,124 
 1301,223      8             60,53 
 1301,223      8             61,89 
 1301,223      8             63,265 
 1301,223      8             64,671 
 1301,223      8             66,062 
 1301,223      8             67,437 
 1291,055      8             68,984 
 1291,055      8             70,374 
 1291,055      8             71,843 
 1291,055      8             73,265 
 1291,055      8             74,64 
 1291,055      8             76,015 
 1291,055      8             77,405 
 1288,169      8             78,827 
 1288,169      8             80,265 
 1288,169      8             81,655 
 1288,169      8             83,093 
 1288,169      8             84,577 
 1288,169      8             85,968 
 1288,169      8             87,39 
 1288,169      8             88,89 
 1288,169      8             90,218 
 1288,169      8             91,655 
 1288,169      8             93,093 
 1288,169      8             94,468 
 1288,169      8             95,827 
 1288,169      8             97,28 
 1288,169      8             98,702 
 1288,169      8             100,218 
 1288,169      8             101,655 
 1288,169      8             102,984 
 1288,169      8             104,405 
 1288,169      8             105,843 
 1288,169      8             107,218 
 1288,169      8             108,593 
 1288,169      8             109,984 
 1288,169      8             111,359 
 1288,169      8             112,796 
 1288,169      8             114,171 
 1288,169      8             115,593 
 1288,169      8             117,109 
 1288,169      8             118,546 
 1288,169      8             120,03 
 1288,169      8             121,405 
 1288,169      8             122,905 
 1288,169      8             124,343 
 1288,169      8             125,796 
 1288,169      8             127,218 
 1288,169      8             128,655 
 1288,169      8             129,984 
 1288,169      8             131,405 
 1288,169      8             132,78 
 1288,169      8             134,171 
 1288,169      8             135,609 
 1288,169      8             136,984 
 1288,169      8             138,484 
 1288,169      8             139,905 
 1288,169      8             141,343 
 1288,169      8             142,843 
 1288,169      8             144,296 
 1288,169      8             145,796 
 1288,169      8             147,187 
 1288,169      8             148,624 
 1288,169      8             149,999 
 1288,169      8             151,374 
 1288,169      8             152,812 
 1288,169      8             154,249 
 1288,169      8             155,687 
 1288,169      8             157,062 
 1288,169      8             158,484 
 1288,169      8             159,937 
 1288,169      8             161,312 
 1288,169      8             162,734 
 1288,169      8             164,187 
 1288,169      8             165,562 
 1288,169      8             166,999 
 1288,169      8             168,374 
 1288,169      8             169,859 
 1288,169      8             171,249 
 1288,169      8             172,734 
 1288,169      8             174,187 
 1288,169      8             175,546 
 1288,169      8             176,999 
 1288,169      8             178,437 
 1288,169      8             179,874 
 1288,169      8             181,312 
 1288,169      8             182,687 
 1288,169      8             184,171 
 1288,169      8             185,546 
 1288,169      8             186,874 
 1288,169      8             188,249 
 1288,169      8             189,64 
 1288,169      8             191,14 
 1288,169      8             192,515 
 1288,169      8             193,952 
 1288,169      8             195,437 
 1288,169      8             196,812 
 1288,169      8             198,187 
 1288,169      8             199,64 
 1288,169      8             201,14 
 1288,169      8             202,562 
 1288,169      8             203,999 
 1288,169      8             205,327 
 1288,169      8             206,718 
 1288,169      8             208,093 
 1288,169      8             209,468 
 1288,169      8             210,843 
 1288,169      8             212,218 
 1288,169      8             213,655 
 1288,169      8             215,14 
 1288,169      8             216,515 
 1288,169      8             217,905 
 1288,169      8             219,343 
 1288,169      8             220,765 
 1288,169      8             222,202 
 1288,169      8             223,577 
 1288,169      8             224,952 
 1288,169      8             226,405 
 1288,169      8             227,843 
 1288,169      8             229,265 
 1287,516      8             230,702 
 1287,516      8             232,14 
 1287,516      8             233,577 
 1287,516      8             234,921 
 1287,516      8             236,359 
 1287,516      8             237,812 
 1287,516      8             239,249 
 1287,516      8             240,702 
 1287,516      8             242,187 
 1287,516      8             243,624 
 1287,516      8             245,062 
 1287,516      8             246,499 
 1283,576      8             247,937 
 1283,576      8             249,39 
 1283,576      8             250,749 
 1283,576      8             252,265 
 1283,576      8             253,702 
 1283,576      8             255,14 
 1283,576      8             256,562 
 1283,576      8             258,015 
 1283,576      8             259,437 
 1283,576      8             260,827 
 1283,576      8             262,312 
 1283,576      8             263,749 
 1283,576      8             265,202 
 1283,576      8             266,64 
 1283,576      8             268,015 
 1282,992      8             269,499 
 1282,992      8             270,874 
 1282,992      8             272,327 
 1282,992      8             273,812 
 1282,992      8             275,265 
 1282,992      8             276,827 
 1282,992      8             278,249 
 1282,992      8             279,655 
 1282,992      8             281,046 
 1282,992      8             282,546 
 1282,992      8             284,046 
 1282,992      8             285,421 
 1282,992      8             286,843 
 1282,992      8             288,234 
 1282,992      8             289,718 
 1282,992      8             291,171 
 1282,992      8             292,655 
 1282,992      8             294,093 
 1282,992      8             295,468 
 1282,992      8             296,859 
 1282,992      8             298,218 
 1282,992      8             299,546 
 1282,992      8             300,905 
 1282,992      8             302,343 
 1282,992      8             303,78 
 1282,992      8             305,234 
 1282,992      8             306,671 
 1282,992      8             308,109 
 1282,992      8             309,484 
 1282,992      8             310,984 
 1282,992      8             312,546 
 1282,992      8             313,984 
 1282,992      8             315,405 
 1282,992      8             316,796 
 1282,992      8             318,28 
 1282,992      8             319,734 
 1282,992      8             321,109 
 1282,992      8             322,546 
 1282,992      8             324,03 
 1282,992      8             325,421 
 1282,992      8             326,812 
 1282,992      8             328,187 
 1282,992      8             329,624 
 1282,992      8             330,999 
 1282,992      8             332,546 
 1282,992      8             333,999 
