Iteraciones:   267 

Costo         Vehículos     Tiempo [seg]
 1542,75       20            2,999 
 1542,75       20            3,999 
 1520,61       20            4,999 
 1520,61       20            5,999 
 1489,253      20            7,187 
 1489,253      20            8,077 
 1489,253      20            8,984 
 1489,253      20            9,937 
 1470,312      20            10,859 
 1469,385      20            11,64 
 1469,385      20            12,593 
 1469,385      20            13,484 
 1469,385      20            14,359 
 1469,385      20            15,265 
 1469,385      20            16,187 
 1469,385      20            17,062 
 1449,824      20            17,999 
 1449,824      20            19,046 
 1449,824      20            20,015 
 1449,824      20            20,984 
 1449,824      20            21,937 
 1449,824      20            22,89 
 1449,824      20            23,75 
 1449,824      20            24,687 
 1449,824      20            25,5 
 1449,824      20            26,39 
 1449,824      20            27,468 
 1449,824      20            28,5 
 1449,824      20            29,437 
 1449,824      20            30,296 
 1449,824      20            31,093 
 1449,824      20            31,89 
 1449,824      20            32,718 
 1449,824      20            33,64 
 1449,824      20            34,343 
 1449,824      20            35,156 
 1449,824      20            35,968 
 1449,824      20            36,781 
 1449,824      20            37,609 
 1449,824      20            38,437 
 1449,824      20            39,375 
 1449,824      20            40,187 
 1449,824      20            41,062 
 1449,824      20            41,922 
 1449,824      20            42,703 
 1449,824      20            43,547 
 1449,824      20            44,422 
 1449,824      20            45,297 
 1449,824      20            46,125 
 1449,824      20            46,984 
 1449,824      20            47,765 
 1449,824      20            48,687 
 1449,824      20            49,547 
 1449,824      20            50,516 
 1449,824      20            51,281 
 1449,824      20            52,187 
 1449,824      20            53 
 1449,824      20            54 
 1449,824      20            55 
 1449,824      20            55,812 
 1441,894      20            56,781 
 1441,894      20            57,672 
 1441,894      20            58,516 
 1441,894      20            59,422 
 1441,894      20            60,344 
 1441,894      20            61,219 
 1441,894      20            62,141 
 1441,894      20            63,109 
 1441,894      20            64,031 
 1441,894      20            65,047 
 1441,894      20            66,078 
 1441,894      20            67 
 1441,894      20            68,047 
 1441,894      20            69,016 
 1441,894      20            69,813 
 1441,894      20            70,735 
 1441,894      20            71,672 
 1441,894      20            72,516 
 1441,894      20            73,406 
 1441,894      20            74,266 
 1441,894      20            75,141 
 1441,894      20            75,875 
 1441,894      20            76,735 
 1441,894      20            77,656 
 1441,894      20            78,688 
 1441,894      20            79,485 
 1441,894      20            80,313 
 1441,894      20            81,125 
 1441,894      20            82 
 1441,894      20            82,907 
 1441,894      20            83,75 
 1441,894      20            84,891 
 1441,894      20            85,797 
 1441,894      20            86,797 
 1441,894      20            87,813 
 1441,894      20            88,688 
 1441,894      20            89,5 
 1441,894      20            90,407 
 1441,894      20            91,329 
 1441,894      20            92,204 
 1441,894      20            93,204 
 1441,894      20            94,094 
 1441,894      20            95,016 
 1441,894      20            95,938 
 1441,894      20            96,86 
 1441,894      20            97,922 
 1441,894      20            98,813 
 1441,894      20            99,688 
 1441,894      20            100,532 
 1441,894      20            101,407 
 1441,894      20            102,297 
 1441,894      20            103,188 
 1441,894      20            104,11 
 1441,894      20            104,985 
 1441,894      20            105,844 
 1441,894      20            106,782 
 1441,894      20            107,547 
 1441,894      20            108,391 
 1441,894      20            109,36 
 1441,894      20            110,219 
 1441,894      20            111,157 
 1441,894      20            112,016 
 1441,894      20            112,969 
 1441,894      20            113,798 
 1441,894      20            114,735 
 1441,894      20            115,594 
 1441,894      20            116,501 
 1441,894      20            117,376 
 1441,894      20            118,235 
 1441,894      20            119,001 
 1441,894      20            119,673 
 1441,894      20            120,563 
 1441,894      20            121,391 
 1441,894      20            122,204 
 1441,894      20            123,063 
 1441,894      20            123,923 
 1441,894      20            124,813 
 1441,894      20            125,72 
