Costo de la solución:
 877,889012207164 

1	1	129,194	200	0	74	80	79	77	73	70	71	76	78	81	0
1	2	101,882	200	0	59	60	58	56	53	54	55	57	0
1	3	97,631	200	0	98	96	95	94	92	93	97	100	99	3	0
1	4	94,788	180	0	31	35	37	38	39	36	29	27	25	24	0
1	5	96,039	200	0	13	17	18	19	15	16	14	12	10	0
1	6	83,984	170	0	43	47	52	32	33	34	30	28	26	23	0
1	7	76,069	170	0	91	89	88	85	84	82	83	86	87	90	0
1	8	60,625	130	0	49	50	51	48	45	46	44	42	40	41	0
1	9	57,234	150	0	69	66	68	64	61	72	62	63	65	67	0
1	10	25,026	50	0	21	22	20	0
1	11	55,41	160	0	5	7	8	11	9	6	4	2	1	75	0

Tiempo de ejecución:
 124,0988125 
