Iteraciones:   248 

Costo         Vehículos     Tiempo [seg]
 943,316       10            0,692 
 881,921       10            1,164 
 881,921       10            1,59 
 881,921       10            2,015 
 881,921       10            2,456 
 881,921       10            2,897 
 866,697       10            3,322 
 866,697       10            3,747 
 866,697       10            4,172 
 866,697       10            4,598 
 866,697       10            5,023 
 866,697       10            5,448 
 866,697       10            5,873 
 866,697       10            6,298 
 866,697       10            6,708 
 866,697       10            7,149 
 866,697       10            7,558 
 866,697       10            7,983 
 866,697       10            8,424 
 866,697       10            8,865 
 866,697       10            9,291 
 866,697       10            9,7 
 866,697       10            10,125 
 866,697       10            10,566 
 866,697       10            11,007 
 866,697       10            11,417 
 866,697       10            11,858 
 866,697       10            12,283 
 866,697       10            12,692 
 866,697       10            13,133 
 866,697       10            13,558 
 866,697       10            13,984 
 866,697       10            14,393 
 866,697       10            14,818 
 866,697       10            15,243 
 866,697       10            15,653 
 866,697       10            16,078 
 866,697       10            16,503 
 866,697       10            16,929 
 866,697       10            17,354 
 866,697       10            17,81 
 866,697       10            18,251 
 866,697       10            18,677 
 866,697       10            19,102 
 866,697       10            19,511 
 866,697       10            19,936 
 866,697       10            20,346 
 866,697       10            20,755 
 861,2         10            21,196 
 861,2         10            21,606 
 861,2         10            22,031 
 861,2         10            22,472 
 861,2         10            22,897 
 861,2         10            23,322 
 861,2         10            23,748 
 861,2         10            24,173 
 861,2         10            24,598 
 861,2         10            25,039 
 861,2         10            25,48 
 861,2         10            25,921 
 861,2         10            26,33 
 861,2         10            26,756 
 861,2         10            27,165 
 861,2         10            27,59 
 861,2         10            28,031 
 861,2         10            28,441 
 861,2         10            28,866 
 861,2         10            29,307 
 861,2         10            29,732 
 861,2         10            30,141 
 861,2         10            30,582 
 861,2         10            31,008 
 861,2         10            31,433 
 861,2         10            31,874 
 861,2         10            32,315 
 861,2         10            32,771 
 861,2         10            33,212 
 861,2         10            33,638 
 861,2         10            34,063 
 861,2         10            34,488 
 861,2         10            34,897 
 861,2         10            35,323 
 861,2         10            35,748 
 861,2         10            36,173 
 861,2         10            36,614 
 861,2         10            37,023 
 861,2         10            37,449 
 861,2         10            37,858 
 861,2         10            38,283 
 861,2         10            38,709 
 861,2         10            39,134 
 861,2         10            39,575 
 861,2         10            40 
 861,2         10            40,425 
 861,2         10            40,85 
 861,2         10            41,276 
 861,2         10            41,716 
 861,2         10            42,157 
 861,2         10            42,598 
 861,2         10            43,008 
 861,2         10            43,433 
 861,2         10            43,843 
 861,2         10            44,252 
 861,2         10            44,677 
 861,2         10            45,118 
 861,2         10            45,528 
 861,2         10            45,937 
 861,2         10            46,378 
 861,2         10            46,803 
 860,076       10            47,228 
 860,076       10            47,654 
 860,076       10            48,126 
 860,076       10            48,551 
 860,076       10            48,992 
 860,076       10            49,417 
 860,076       10            49,858 
 860,076       10            50,299 
 860,076       10            50,709 
 860,076       10            51,15 
 860,076       10            51,575 
 860,076       10            52 
 860,076       10            52,441 
 860,076       10            52,882 
 860,076       10            53,323 
 860,076       10            53,748 
 857,008       10            54,173 
 857,008       10            54,599 
 857,008       10            55,024 
 857,008       10            55,449 
 857,008       10            55,89 
 857,008       10            56,3 
 857,008       10            56,725 
 857,008       10            57,134 
 857,008       10            57,559 
 857,008       10            57,985 
 857,008       10            58,41 
 857,008       10            58,851 
 857,008       10            59,26 
 857,008       10            59,685 
 857,008       10            60,111 
 856,391       10            60,552 
 849,836       10            61,008 
 849,836       10            61,449 
 849,836       10            61,874 
 849,836       10            62,3 
 849,836       10            62,741 
 849,836       10            63,166 
 849,342       10            63,607 
 849,342       10            64,032 
 849,342       10            64,473 
 849,342       10            64,898 
 849,342       10            65,323 
 849,342       10            65,749 
 849,342       10            66,19 
 849,342       10            66,615 
 849,342       10            67,04 
 849,342       10            67,465 
 849,342       10            67,89 
 849,342       10            68,331 
 849,342       10            68,756 
 849,342       10            69,182 
 849,342       10            69,607 
 849,342       10            70,032 
 849,342       10            70,473 
 849,342       10            70,898 
 849,342       10            71,308 
 849,342       10            71,733 
 849,342       10            72,141 
 849,342       10            72,565 
 849,342       10            73,004 
 849,342       10            73,428 
 849,342       10            73,867 
 849,342       10            74,275 
 849,342       10            74,699 
 849,342       10            75,123 
 849,342       10            75,546 
 849,342       10            75,97 
 849,342       10            76,393 
 849,342       10            76,833 
 849,342       10            77,272 
 849,342       10            77,712 
 849,342       10            78,151 
 849,342       10            78,575 
 849,342       10            79,014 
 849,342       10            79,453 
 849,342       10            79,893 
 849,342       10            80,316 
 849,342       10            80,74 
 849,342       10            81,179 
 849,342       10            81,619 
 849,342       10            82,042 
 849,342       10            82,497 
 849,342       10            82,921 
 849,342       10            83,345 
 849,342       10            83,784 
 849,342       10            84,223 
 849,342       10            84,678 
 849,342       10            85,086 
 849,342       10            85,526 
 849,342       10            85,949 
 849,342       10            86,373 
 849,342       10            86,797 
 849,342       10            87,236 
 849,342       10            87,675 
 849,342       10            88,099 
 849,342       10            88,538 
 849,342       10            88,962 
 849,342       10            89,386 
 849,342       10            89,809 
 849,342       10            90,249 
 849,342       10            90,672 
 849,342       10            91,096 
 849,342       10            91,52 
