Costo de la solución:
 888,674247155221 

1	1	115,585	151	0	27	69	70	30	20	66	65	71	35	9	51	0
1	2	115,172	154	0	52	88	62	19	11	64	63	90	32	10	31	0
1	3	118,361	168	0	18	83	45	8	46	36	49	47	48	82	7	0
1	4	115,052	182	0	26	4	39	67	25	55	54	24	68	80	12	0
1	5	99,223	193	0	94	98	91	16	86	38	14	44	100	37	92	95	0
1	6	84,442	152	0	53	40	73	74	22	41	23	56	75	72	21	0
1	7	92,092	165	0	28	76	77	3	79	29	34	78	81	33	50	1	0
1	8	76,594	113	0	13	97	87	42	43	15	57	2	58	0
1	9	72,148	180	0	6	96	99	59	93	85	61	17	84	5	60	89	0
1	10	-0,001	0	0	0

Tiempo de ejecución:
 93,5740312499984 
