Iteraciones:   168 

Costo         Vehículos     Tiempo [seg]
 935,568       10            0,503 
 910,487       10            0,865 
 910,487       10            1,227 
 886,209       10            1,604 
 886,209       10            1,935 
 882,821       10            2,296 
 882,821       10            2,643 
 882,821       10            2,989 
 882,821       10            3,335 
 863,979       10            3,696 
 863,979       10            4,058 
 863,979       10            4,404 
 863,979       10            4,734 
 863,979       10            5,096 
 863,979       10            5,442 
 863,979       10            5,788 
 863,979       10            6,134 
 863,979       10            6,512 
 856,754       10            6,874 
 856,754       10            7,235 
 856,754       10            7,581 
 856,754       10            7,928 
 856,754       10            8,289 
 856,754       10            8,635 
 856,754       10            8,981 
 856,754       10            9,327 
 856,754       10            9,673 
 856,754       10            10,019 
 856,754       10            10,381 
 856,754       10            10,727 
 856,754       10            11,073 
 856,754       10            11,435 
 856,754       10            11,781 
 856,754       10            12,143 
 856,754       10            12,489 
 856,754       10            12,835 
 856,754       10            13,197 
 856,754       10            13,559 
 856,754       10            13,889 
 856,754       10            14,235 
 856,754       10            14,565 
 856,754       10            14,943 
 856,754       10            15,304 
 850,385       10            15,666 
 850,385       10            16,028 
 850,385       10            16,374 
 850,385       10            16,752 
 850,385       10            17,098 
 850,385       10            17,459 
 850,385       10            17,837 
 850,385       10            18,183 
 847,247       10            18,545 
 847,247       10            18,891 
 847,247       10            19,221 
 847,247       10            19,567 
 847,247       10            19,897 
 847,247       10            20,243 
 847,247       10            20,589 
 847,247       10            20,935 
 847,247       10            21,297 
 847,247       10            21,659 
 847,247       10            22,005 
 847,247       10            22,367 
 847,247       10            22,713 
 847,247       10            23,059 
 847,247       10            23,405 
 847,247       10            23,751 
 847,036       10            24,081 
 847,036       10            24,427 
 847,036       10            24,789 
 847,036       10            25,167 
 847,036       10            25,513 
 847,036       10            25,859 
 847,036       10            26,205 
 847,036       10            26,551 
 847,036       10            26,897 
 847,036       10            27,227 
 847,036       10            27,589 
 847,036       10            27,919 
 847,036       10            28,265 
 847,036       10            28,611 
 847,036       10            28,989 
 847,036       10            29,335 
 847,036       10            29,681 
 847,036       10            30,027 
 847,036       10            30,389 
 847,036       10            30,735 
 847,036       10            31,081 
 847,036       10            31,427 
 847,036       10            31,773 
 847,036       10            32,119 
 847,036       10            32,481 
 847,036       10            32,811 
 847,036       10            33,157 
 847,036       10            33,519 
 847,036       10            33,881 
 847,036       10            34,227 
 847,036       10            34,573 
 847,036       10            34,919 
 847,036       10            35,265 
 847,036       10            35,611 
 847,036       10            35,957 
 847,036       10            36,303 
 847,036       10            36,696 
 847,036       10            37,042 
 847,036       10            37,372 
 847,036       10            37,734 
 847,036       10            38,08 
 847,036       10            38,442 
 847,036       10            38,804 
 847,036       10            39,15 
 847,036       10            39,496 
 847,036       10            39,842 
 847,036       10            40,188 
 847,036       10            40,534 
 847,036       10            40,88 
 847,036       10            41,21 
 847,036       10            41,588 
 847,036       10            41,934 
 847,036       10            42,264 
 847,036       10            42,61 
 847,036       10            42,956 
 847,036       10            43,302 
 847,036       10            43,633 
 847,036       10            43,979 
 847,036       10            44,325 
 847,036       10            44,671 
 847,036       10            45,001 
 847,036       10            45,363 
 847,036       10            45,709 
 847,036       10            46,055 
 847,036       10            46,385 
 847,036       10            46,763 
 847,036       10            47,124 
 847,036       10            47,47 
 847,036       10            47,832 
 847,036       10            48,194 
 847,036       10            48,54 
 847,036       10            48,902 
 847,036       10            49,248 
 847,036       10            49,61 
 847,036       10            49,956 
 847,036       10            50,302 
 847,036       10            50,663 
 847,036       10            51,025 
 847,036       10            51,356 
 847,036       10            51,702 
 847,036       10            52,032 
 847,036       10            52,394 
 847,036       10            52,724 
 847,036       10            53,07 
 847,036       10            53,432 
 847,036       10            53,778 
 847,036       10            54,14 
 847,036       10            54,486 
 847,036       10            54,832 
 847,036       10            55,178 
 847,036       10            55,524 
 847,036       10            55,854 
 847,036       10            56,216 
 847,036       10            56,562 
 847,036       10            56,892 
 847,036       10            57,254 
 847,036       10            57,6 
 847,036       10            57,946 
 847,036       10            58,292 
 847,036       10            58,654 
 847,036       10            58,984 
