Costo de la solución:
 878,412789343914 

1	1	129,194	200	0	81	78	76	71	70	73	77	79	80	74	0
1	2	101,882	200	0	59	60	58	56	53	54	55	57	0
1	3	97,384	200	0	5	99	100	97	93	92	94	95	96	98	0
1	4	97,725	190	0	28	30	34	36	39	38	37	35	33	24	0
1	5	96,32	200	0	13	17	18	19	15	16	14	12	11	0
1	6	76,069	170	0	90	87	86	83	82	84	85	88	89	91	0
1	7	81,775	160	0	47	49	52	31	32	29	27	25	26	23	0
1	8	59,777	130	0	41	40	42	44	45	48	51	50	46	43	0
1	9	57,234	150	0	67	65	63	62	72	61	64	68	66	69	0
1	10	56,021	160	0	75	1	2	4	3	7	6	9	8	10	0
1	11	25,026	50	0	21	22	20	0

Tiempo de ejecución:
 83,9892499999987 
