Iteraciones:   265 

Costo         Vehículos     Tiempo [seg]
 1029,967      12            0,499 
 982,005       12            0,874 
 982,005       12            1,202 
 937,11        12            1,561 
 937,11        12            1,889 
 911,867       12            2,217 
 893,691       12            2,546 
 893,691       12            2,858 
 893,691       12            3,186 
 893,691       12            3,499 
 893,691       12            3,796 
 893,691       12            4,124 
 893,691       12            4,421 
 882,166       12            4,749 
 882,166       12            5,061 
 880,064       12            5,358 
 868,15        12            5,686 
 868,15        12            5,999 
 868,15        12            6,311 
 868,15        12            6,624 
 868,15        12            6,937 
 863,833       12            7,249 
 863,833       12            7,562 
 863,833       12            7,874 
 863,833       12            8,202 
 863,833       12            8,53 
 863,833       12            8,858 
 863,833       12            9,171 
 863,833       12            9,499 
 863,833       12            9,812 
 863,833       12            10,14 
 863,833       12            10,452 
 863,833       12            10,78 
 863,833       12            11,093 
 863,833       12            11,406 
 863,833       12            11,718 
 863,833       12            12,031 
 863,833       12            12,359 
 863,833       12            12,656 
 863,833       12            12,984 
 863,833       12            13,281 
 863,833       12            13,593 
 852,909       12            13,921 
 852,909       12            14,249 
 852,909       12            14,546 
 847,677       12            14,859 
 847,677       12            15,171 
 847,306       12            15,5 
 847,306       12            15,828 
 847,306       12            16,156 
 847,306       12            16,468 
 847,306       12            16,796 
 847,306       12            17,109 
 847,306       12            17,437 
 847,306       12            17,75 
 847,306       12            18,047 
 847,306       12            18,359 
 847,306       12            18,656 
 847,306       12            18,968 
 847,306       12            19,281 
 847,306       12            19,593 
 847,306       12            19,937 
 847,306       12            20,234 
 847,306       12            20,562 
 847,306       12            20,859 
 847,306       12            21,172 
 847,306       12            21,5 
 847,306       12            21,812 
 847,306       12            22,141 
 847,306       12            22,453 
 842,105       12            22,766 
 842,105       12            23,062 
 842,105       12            23,375 
 842,105       12            23,687 
 842,105       12            24 
 842,105       12            24,313 
 842,105       12            24,641 
 841,462       12            24,938 
 841,462       12            25,25 
 841,462       12            25,563 
 841,462       12            25,875 
 841,462       12            26,188 
 841,462       12            26,5 
 841,462       12            26,828 
 841,462       12            27,141 
 841,462       12            27,469 
 841,462       12            27,781 
 841,462       12            28,094 
 841,462       12            28,391 
 841,462       12            28,719 
 841,462       12            29,032 
 841,462       12            29,328 
 841,462       12            29,672 
 841,462       12            30 
 841,462       12            30,313 
 841,462       12            30,625 
 841,462       12            30,954 
 841,462       12            31,266 
 841,462       12            31,579 
 841,462       12            31,922 
 841,462       12            32,235 
 841,462       12            32,563 
 841,462       12            32,876 
 841,462       12            33,204 
 841,462       12            33,547 
 841,462       12            33,86 
 841,462       12            34,204 
 841,462       12            34,547 
 841,462       12            34,86 
 841,462       12            35,157 
 841,462       12            35,469 
 841,462       12            35,798 
 841,462       12            36,141 
 841,462       12            36,454 
 841,462       12            36,782 
 841,462       12            37,079 
 841,462       12            37,407 
 841,462       12            37,72 
 841,462       12            38,032 
 841,462       12            38,345 
 841,462       12            38,641 
 841,462       12            38,97 
 841,462       12            39,298 
 841,462       12            39,595 
 841,462       12            39,923 
 841,462       12            40,22 
 841,462       12            40,548 
 839,641       12            40,86 
 839,641       12            41,173 
 839,641       12            41,47 
 839,641       12            41,782 
 839,641       12            42,11 
 839,641       12            42,454 
 839,641       12            42,767 
 839,641       12            43,079 
 839,641       12            43,407 
 839,641       12            43,72 
 839,641       12            44,032 
 839,641       12            44,329 
 839,641       12            44,642 
 839,641       12            44,97 
 839,641       12            45,298 
 839,641       12            45,611 
 839,641       12            45,923 
 839,641       12            46,22 
 839,641       12            46,548 
 839,641       12            46,845 
 839,641       12            47,173 
 839,641       12            47,501 
 839,641       12            47,829 
 839,641       12            48,142 
 839,641       12            48,455 
 839,641       12            48,767 
 839,641       12            49,064 
