Costo de la solución:
 882,556780855379 

1	1	128,04	200	0	81	78	76	71	70	73	77	79	80	63	0
1	2	101,882	200	0	59	60	58	56	53	54	55	57	0
1	3	97,631	200	0	3	99	100	97	93	92	94	95	96	98	0
1	4	92,371	160	0	31	35	37	38	39	36	34	29	24	20	0
1	5	96,32	200	0	13	17	18	19	15	16	14	12	11	0
1	6	42,44	140	0	21	22	25	27	30	28	26	23	0
1	7	76,069	170	0	90	87	86	83	82	84	85	88	89	91	0
1	8	87,369	170	0	33	32	52	50	51	48	45	46	49	47	0
1	9	57,788	150	0	69	66	68	64	61	72	74	62	65	67	0
1	10	45,47	60	0	41	40	44	42	43	0
1	11	57,171	160	0	5	75	1	2	4	7	6	9	8	10	0

Tiempo de ejecución:
 64,4093124999999 
