Iteraciones:   252 

Costo         Vehículos     Tiempo [seg]
 1544,303      8             1,437 
 1451,24       8             2,218 
 1451,24       8             2,937 
 1423,153      8             3,718 
 1423,153      8             4,468 
 1298,239      8             5,25 
 1298,239      8             6 
 1298,239      8             6,765 
 1298,239      8             7,515 
 1298,239      8             8,25 
 1275,471      8             9,015 
 1275,471      8             9,734 
 1275,471      8             10,453 
 1275,471      8             11,219 
 1275,471      8             11,984 
 1275,471      8             12,734 
 1259,67       8             13,484 
 1259,67       8             14,235 
 1259,67       8             15 
 1259,67       8             15,766 
 1259,67       8             16,5 
 1259,67       8             17,203 
 1259,67       8             17,938 
 1242,585      8             18,657 
 1242,585      8             19,36 
 1242,585      8             20,032 
 1242,585      8             20,719 
 1242,585      8             21,438 
 1242,585      8             22,141 
 1242,585      8             22,844 
 1242,585      8             23,595 
 1242,585      8             24,313 
 1242,585      8             25,048 
 1242,585      8             25,767 
 1242,585      8             26,47 
 1242,585      8             27,22 
 1242,585      8             27,939 
 1242,585      8             28,657 
 1242,585      8             29,407 
 1242,585      8             30,095 
 1242,585      8             30,861 
 1242,585      8             31,548 
 1242,585      8             32,298 
 1242,585      8             32,986 
 1242,585      8             33,689 
 1242,585      8             34,408 
 1242,585      8             35,127 
 1242,585      8             35,814 
 1242,585      8             36,548 
 1242,585      8             37,236 
 1242,585      8             37,955 
 1242,585      8             38,689 
 1242,585      8             39,424 
 1242,585      8             40,127 
 1242,585      8             40,846 
 1242,585      8             41,549 
 1242,585      8             42,252 
 1242,585      8             42,971 
 1242,585      8             43,69 
 1242,585      8             44,424 
 1242,585      8             45,158 
 1242,585      8             45,877 
 1242,585      8             46,596 
 1242,585      8             47,284 
 1242,585      8             47,987 
 1242,585      8             48,69 
 1242,585      8             49,362 
 1240,651      8             50,049 
 1240,651      8             50,753 
 1240,651      8             51,487 
 1240,651      8             52,174 
 1240,651      8             52,878 
 1240,651      8             53,581 
 1240,651      8             54,284 
 1240,651      8             54,987 
 1240,651      8             55,69 
 1240,651      8             56,378 
 1240,651      8             57,097 
 1240,651      8             57,784 
 1240,651      8             58,503 
 1240,651      8             59,222 
 1240,651      8             59,925 
 1240,651      8             60,628 
 1240,651      8             61,378 
 1240,651      8             62,066 
 1240,651      8             62,769 
 1240,651      8             63,472 
 1240,651      8             64,206 
 1240,651      8             64,91 
 1240,651      8             65,613 
 1240,651      8             66,3 
 1240,651      8             67,035 
 1240,651      8             67,769 
 1240,651      8             68,535 
 1240,651      8             69,285 
 1240,651      8             70,144 
 1240,651      8             70,879 
 1240,651      8             71,629 
 1240,651      8             72,504 
 1240,651      8             73,301 
 1240,651      8             74,02 
 1240,651      8             74,738 
 1240,651      8             75,426 
 1240,651      8             76,16 
 1240,651      8             76,879 
 1240,651      8             77,614 
 1240,651      8             78,317 
 1240,651      8             79,02 
 1240,651      8             79,754 
 1240,651      8             80,536 
 1240,651      8             81,317 
 1240,651      8             82,051 
 1240,651      8             82,755 
 1240,651      8             83,458 
 1240,651      8             84,208 
 1240,651      8             84,927 
 1240,651      8             85,708 
 1240,651      8             86,536 
 1240,651      8             87,255 
 1240,651      8             87,974 
 1240,651      8             88,755 
 1240,651      8             89,458 
 1240,651      8             90,239 
 1240,651      8             90,958 
 1240,651      8             91,771 
 1240,651      8             92,49 
 1240,651      8             93,224 
 1240,651      8             93,958 
 1240,651      8             94,708 
 1240,651      8             95,443 
 1240,651      8             96,146 
 1240,651      8             96,849 
 1240,651      8             97,552 
 1240,651      8             98,24 
 1240,651      8             98,974 
 1240,651      8             99,678 
 1240,651      8             100,349 
 1240,651      8             101,053 
 1240,651      8             101,818 
 1240,651      8             102,521 
 1240,651      8             103,256 
 1240,651      8             103,943 
 1240,651      8             104,662 
 1240,651      8             105,365 
 1240,651      8             106,084 
 1240,651      8             106,803 
 1240,651      8             107,537 
 1240,651      8             108,225 
 1240,651      8             108,928 
 1240,651      8             109,631 
 1240,651      8             110,334 
 1234,537      8             111,022 
 1234,537      8             111,71 
 1234,537      8             112,397 
 1234,537      8             113,1 
 1234,537      8             113,788 
 1234,537      8             114,507 
 1234,537      8             115,225 
 1234,537      8             115,897 
 1234,537      8             116,585 
 1234,537      8             117,288 
 1234,537      8             117,991 
 1234,537      8             118,71 
 1234,537      8             119,413 
 1234,537      8             120,101 
 1234,537      8             120,804 
 1234,537      8             121,507 
 1234,537      8             122,179 
 1234,537      8             122,945 
 1234,537      8             123,632 
 1234,537      8             124,304 
 1234,537      8             124,992 
 1234,537      8             125,679 
 1234,537      8             126,382 
 1234,537      8             127,101 
 1234,537      8             127,82 
 1234,537      8             128,507 
 1234,537      8             129,211 
 1234,537      8             129,914 
 1234,537      8             130,617 
 1234,537      8             131,32 
 1234,537      8             132,023 
 1234,537      8             132,742 
 1234,537      8             133,461 
 1234,537      8             134,148 
 1234,537      8             134,82 
