Iteraciones:   1084 

Costo         Vehículos     Tiempo [seg]
 1491,095      8             1,125 
 1463,867      8             2,469 
 1463,867      8             3,766 
 1380,804      8             5,25 
 1380,804      8             6,532 
 1380,804      8             7,86 
 1380,804      8             9,188 
 1363,39       8             10,547 
 1363,39       8             11,672 
 1363,39       8             12,969 
 1363,39       8             14,407 
 1363,39       8             15,625 
 1363,39       8             16,938 
 1363,39       8             18,204 
 1363,032      8             19,469 
 1363,032      8             20,969 
 1363,032      8             22,297 
 1363,032      8             23,672 
 1363,032      8             24,938 
 1363,032      8             26,157 
 1363,032      8             27,422 
 1363,032      8             28,547 
 1363,032      8             29,672 
 1362,597      8             30,954 
 1362,597      8             32,094 
 1362,597      8             33,297 
 1344,845      8             34,579 
 1344,845      8             35,86 
 1344,845      8             37,172 
 1344,845      8             38,375 
 1306,82       8             39,688 
 1306,82       8             40,891 
 1306,82       8             42,25 
 1306,82       8             43,735 
 1306,82       8             45,11 
 1306,82       8             46,344 
 1306,82       8             47,688 
 1306,82       8             49,094 
 1306,82       8             50,422 
 1306,82       8             51,719 
 1306,82       8             53 
 1306,82       8             54,188 
 1306,82       8             55,375 
 1292,182      8             56,719 
 1292,182      8             58,032 
 1292,182      8             59,282 
 1287,241      8             60,641 
 1287,241      8             62,063 
 1287,241      8             63,438 
 1287,241      8             64,782 
 1287,241      8             66,11 
 1287,241      8             67,375 
 1287,241      8             68,657 
 1287,241      8             69,907 
 1287,241      8             71,141 
 1287,241      8             72,454 
 1287,241      8             73,782 
 1287,241      8             75,266 
 1287,241      8             76,75 
 1287,241      8             78,188 
 1287,241      8             79,625 
 1287,241      8             80,954 
 1287,241      8             82,407 
 1287,241      8             83,922 
 1287,241      8             85,375 
 1287,241      8             86,797 
 1287,241      8             88,172 
 1287,241      8             89,547 
 1287,241      8             91 
 1287,241      8             92,438 
 1287,241      8             93,829 
 1287,241      8             95,25 
 1287,241      8             96,688 
 1287,241      8             98,063 
 1287,241      8             99,5 
 1287,241      8             100,829 
 1287,241      8             102,266 
 1287,241      8             103,688 
 1287,241      8             105,063 
 1287,241      8             106,5 
 1287,241      8             107,875 
 1287,241      8             109,329 
 1287,241      8             110,75 
 1265,636      8             112,188 
 1265,636      8             113,563 
 1265,636      8             114,938 
 1265,636      8             116,329 
 1265,636      8             117,688 
 1265,636      8             119,063 
 1265,636      8             120,438 
 1265,636      8             121,813 
 1265,636      8             123,329 
 1265,636      8             124,829 
 1265,636      8             126,297 
 1265,636      8             127,719 
 1265,636      8             129,157 
 1265,636      8             130,532 
 1265,636      8             131,86 
 1265,636      8             133,282 
 1265,636      8             134,657 
 1265,636      8             136,032 
 1265,636      8             137,36 
 1265,636      8             138,782 
 1265,636      8             140,125 
 1265,636      8             141,5 
 1265,636      8             142,86 
 1265,636      8             144,235 
 1265,636      8             145,563 
 1265,636      8             146,938 
 1265,636      8             148,313 
 1265,636      8             149,625 
 1265,636      8             151 
 1265,636      8             152,438 
 1265,636      8             153,86 
 1265,636      8             155,188 
 1265,636      8             156,5 
 1265,636      8             157,86 
 1265,636      8             159,188 
 1265,636      8             160,563 
 1265,636      8             161,938 
 1265,636      8             163,375 
 1265,636      8             164,797 
 1265,636      8             166,188 
 1265,636      8             167,61 
 1265,636      8             168,985 
 1265,636      8             170,422 
 1265,636      8             171,797 
 1265,636      8             173,125 
 1265,636      8             174,563 
 1265,636      8             175,985 
 1265,636      8             177,36 
 1265,636      8             178,735 
 1265,636      8             180,125 
 1265,636      8             181,563 
 1265,636      8             182,938 
 1265,636      8             184,313 
 1265,636      8             185,688 
 1265,636      8             187,063 
 1265,636      8             188,438 
 1265,636      8             189,813 
 1265,636      8             191,188 
 1265,636      8             192,563 
 1265,636      8             193,922 
 1265,636      8             195,297 
 1265,636      8             196,625 
 1265,636      8             198,047 
 1265,636      8             199,422 
 1265,636      8             200,813 
 1265,636      8             202,188 
 1265,636      8             203,547 
 1265,636      8             204,985 
 1265,636      8             206,36 
 1265,636      8             207,75 
 1265,636      8             209,125 
 1265,636      8             210,5 
 1265,636      8             211,938 
 1265,636      8             213,313 
 1265,636      8             214,719 
 1265,636      8             216,094 
 1265,636      8             217,469 
 1265,636      8             218,891 
 1265,636      8             220,391 
 1265,636      8             221,766 
 1265,636      8             223,094 
 1265,636      8             224,469 
 1265,636      8             225,891 
 1265,636      8             227,266 
 1265,636      8             228,704 
 1265,636      8             230,079 
 1265,636      8             231,469 
 1265,636      8             232,891 
 1265,636      8             234,282 
 1265,636      8             235,704 
 1265,636      8             237,032 
 1265,636      8             238,454 
 1265,636      8             239,829 
 1265,636      8             241,157 
 1265,636      8             242,516 
 1265,636      8             243,844 
 1265,636      8             245,219 
 1265,636      8             246,641 
 1265,636      8             248,016 
 1265,636      8             249,391 
 1265,636      8             250,719 
 1265,636      8             252,141 
 1265,636      8             253,516 
 1265,636      8             254,907 
 1265,636      8             256,219 
 1265,636      8             257,641 
 1265,636      8             259,016 
 1265,636      8             260,391 
 1265,636      8             261,719 
 1265,636      8             263,157 
 1265,636      8             264,516 
 1265,636      8             265,907 
 1265,636      8             267,282 
 1265,636      8             268,657 
 1265,636      8             270,032 
 1265,636      8             271,407 
 1265,636      8             272,782 
 1265,636      8             274,204 
 1265,636      8             275,579 
 1265,636      8             276,969 
 1265,636      8             278,344 
 1265,636      8             279,766 
 1265,636      8             281,094 
 1265,636      8             282,454 
 1265,636      8             283,782 
 1265,636      8             285,141 
 1265,636      8             286,579 
 1265,636      8             287,954 
 1265,636      8             289,391 
 1265,636      8             290,719 
 1265,636      8             292,094 
 1265,636      8             293,594 
 1265,636      8             294,954 
